gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tps_SF_HD_Md_Re1,Tps_SF_HD_Md_Re2,Tps_SF_HD_Md_Re3,Tps_SF_LG_Md_Re1,Tps_SF_LG_Md_Re2,Tps_SF_LG_Md_Re3,Tps_SF_RT_Md_Re1,Tps_SF_RT_Md_Re2,Tps_SF_RT_Md_Re3,Tps_SF_WB_Md_Re1,Tps_SF_WB_Md_Re2,Tps_SF_WB_Md_Re3,Tps_SM_HD_Md_Re1,Tps_SM_HD_Md_Re2,Tps_SM_HD_Md_Re3,Tps_SM_LG_Md_Re1,Tps_SM_LG_Md_Re2,Tps_SM_LG_Md_Re3,Tps_SM_RT_Md_Re1,Tps_SM_RT_Md_Re2,Tps_SM_RT_Md_Re3,Tps_SM_WB_Md_Re1,Tps_SM_WB_Md_Re2,Tps_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPS_04082,2607,NA,1_Tps_b3v08_scaf001642,109647,0.0226180245731012,A,A,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1103,1376,1023,18,16,20,NA,NA,NA,NA
TPS_04083,4252,NA,1_Tps_b3v08_scaf001642,109647,0.0226180245731012,A,A,1,2,2,2,1,0,2,1,4,22,12,14,2,1,0,0,1,1,561,675,787,60,60,39,NA,NA,NA,NA
TPS_04084,3301,NA,1_Tps_b3v08_scaf001642,109647,0.0226180245731012,A,A,221,236,248,248,270,289,1144,891,1028,326,239,369,215,262,255,240,315,267,313,489,437,281,258,212,NA,NA,NA,NA
TPS_04085,345,HOG_300,1_Tps_b3v08_scaf001642,109647,0.0226180245731012,A,A,87,89,79,66,94,119,321,279,398,97,111,122,124,150,119,117,120,105,246,251,213,91,122,115,NA,NA,NA,NA
TPS_04086,1620,HOG_17763,1_Tps_b3v08_scaf000637,172142,0.0171661552658717,A,A,158,139,200,140,194,278,378,318,322,177,156,232,256,228,194,215,218,183,521,674,595,147,272,264,lg3,91858766,NO,lg3
TPS_04087,4997,NA,1_Tps_b3v08_scaf000637,172142,0.0171661552658717,A,A,71,67,111,27,30,137,233,115,231,150,125,111,91,101,70,67,35,44,255,296,356,162,248,61,lg3,91892355,NO,lg3
TPS_04088,1248,NA,1_Tps_b3v08_scaf000637,172142,0.0171661552658717,A,A,3,4,7,3,4,16,34,28,40,30,32,12,7,7,6,6,4,5,191,309,332,18,20,11,lg3,91931773,NO,lg3
TPS_04089,6194,NA,1_Tps_b3v08_scaf004688,49922,0.0414554546284219,A,A,11,9,25,13,12,31,0,5,0,683,857,403,12,15,19,20,19,14,14,26,13,787,588,77,lg11,17435876,NO,lg11
TPS_04090,1314,NA,1_Tps_b3v08_scaf002141,92610,0.0363216169565095,A,A,2,6,2,1,1,4,45,24,35,97,113,51,5,5,3,1,3,1,13,16,10,5,9,0,lg5,15773181,NO,lg5
TPS_04091,1908,HOG_17484,1_Tps_b3v08_scaf002141,92610,0.0363216169565095,A,A,5981,5854,6426,4927,6489,7500,17389,14587,15649,9132,8459,7586,7245,9638,6673,7606,7172,7010,5907,5782,6513,5073,7305,9169,lg5,15748537,NO,lg5
TPS_04092,1758,NA,1_Tps_b3v08_scaf000616,174348,0.0353414399768421,A,A,3,3,5,0,4,5,16,10,10,18,14,14,5,2,3,1,7,3,51,56,67,12,12,3,lg4,65807324,NO,lg4
TPS_04093,1191,NA,1_Tps_b3v08_scaf000616,174348,0.0353414399768421,A,A,24,11,20,15,25,27,250,180,267,24,36,35,41,45,31,25,18,24,138,191,211,27,25,24,lg4,65831188,NO,lg4
TPS_04094,327,NA,1_Tps_b3v08_scaf000616,174348,0.0353414399768421,A,A,2,3,3,3,2,8,0,0,0,2,0,0,6,4,5,6,1,3,15,14,18,1,2,1,lg4,65897591,NO,lg4
TPS_04095,1242,NA,1_Tps_b3v08_scaf000616,174348,0.0353414399768421,A,A,1,1,0,3,1,2,3,2,7,9,13,5,3,0,3,0,2,0,29,30,38,6,7,3,lg4,65929394,NO,lg4
TPS_04096,2348,HOG_17279,1_Tps_b3v08_scaf000870,150566,0.0181142002759991,A,A,76866,61189,72432,73737,89365,95794,186342,168599,210139,75896,65275,73909,83132,99579,87545,81021,100058,96198,87499,102980,95466,45915,65472,117579,lg5,19180586,NO,lg5
TPS_04097,2223,HOG_16153,1_Tps_b3v08_scaf000870,150566,0.0181142002759991,A,A,2,3,0,0,1,2,10,12,12,19,32,21,1,0,3,2,2,6,3,3,11,9,8,2,lg5,19134943,NO,lg5
TPS_04098,324,NA,1_Tps_b3v08_scaf000870,150566,0.0181142002759991,A,A,0,0,0,0,0,0,0,0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,lg5,19089078,NO,lg5
TPS_04099,1083,NA,1_Tps_b3v08_scaf000870,150566,0.0181142002759991,A,A,0,0,0,0,0,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,5,0,lg5,19053747,NO,lg5
TPS_04100,231,NA,1_Tps_b3v08_scaf002418,85907,0.0103887209168641,A,A,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,lg5,17553255,NO,lg5
TPS_04101,5300,NA,1_Tps_b3v08_scaf002418,85907,0.0103887209168641,A,A,5155,5051,2730,63,45,3233,2546,2120,1183,5782,5762,7622,2781,1570,1962,126,116,174,6315,4239,5058,1751,6134,2831,lg5,17532830,NO,lg5
TPS_04102,1395,NA,1_Tps_b3v08_scaf002418,85907,0.0103887209168641,A,A,375,347,478,707,1078,658,207,87,89,198,205,288,412,442,436,830,997,945,241,265,203,63,172,182,lg5,17506731,NO,lg5
TPS_04103,2134,NA,1_Tps_b3v08_scaf003140,70738,0.084005940380846,A,A,16,15,24,18,15,39,211,146,144,106,41,53,44,47,30,100,163,146,97,176,146,134,104,64,NA,NA,NA,NA
TPS_04104,3240,NA,1_Tps_b3v08_scaf003140,70738,0.084005940380846,A,A,5,5,10,5,4,9,18,13,74,1204,196,592,13,4,13,12,3,27,161,104,194,660,1643,671,NA,NA,NA,NA
TPS_04105,2220,HOG_11450,1_Tps_b3v08_scaf003140,70738,0.084005940380846,A,A,3,1,1,4,6,4,103,48,93,16,19,20,1,3,8,2,3,4,132,196,170,7,15,16,NA,NA,NA,NA
TPS_04106,1556,NA,1_Tps_b3v08_scaf008039,25313,0.0464844574809596,A,A,24,32,43,26,38,47,125,119,161,58,66,70,35,37,37,35,41,32,79,111,107,13,53,50,lg4,119927537,NO,lg4
TPS_04107,6051,NA,1_Tps_b3v08_scaf008039,25313,0.0464844574809596,A,A,439,321,353,347,414,351,1267,1180,1062,1005,620,886,858,586,580,919,696,607,1327,1177,1337,887,648,978,lg4,119914262,NO,lg4
TPS_04108,1530,HOG_21084,1_Tps_b3v08_scaf002403,86210,-0.0235129391024928,A,A,67,63,64,76,60,95,295,253,301,80,128,83,109,84,113,90,96,107,176,213,250,53,83,59,NA,NA,NA,NA
TPS_04109,231,NA,1_Tps_b3v08_scaf002403,86210,-0.0235129391024928,A,A,11,8,4,7,8,13,67,63,61,22,24,23,11,14,14,8,11,12,74,84,113,14,15,19,NA,NA,NA,NA
TPS_04110,2293,NA,1_Tps_b3v08_scaf002403,86210,-0.0235129391024928,A,A,65,109,72,65,98,70,75,126,85,11,29,7,126,85,113,112,86,149,85,81,120,8,61,26,NA,NA,NA,NA
TPS_04111,1857,NA,1_Tps_b3v08_scaf002403,86210,-0.0235129391024928,A,A,159,139,222,115,184,267,1858,1564,1574,373,581,507,274,247,197,190,163,184,1733,2176,2485,153,337,346,NA,NA,NA,NA
TPS_04112,5763,HOG_21198,1_Tps_b3v08_scaf002037,96045,0.033945926607777,A,A,1507,1290,1341,1171,1277,1441,2538,2412,2610,1161,543,1072,2093,2071,2013,2039,1910,1855,2849,3130,3423,1566,1645,1644,lg4,43650473,NO,lg4
TPS_04113,5235,NA,1_Tps_b3v08_scaf002037,96045,0.033945926607777,A,A,736,732,940,595,702,887,2634,2623,2642,1149,668,1000,1265,1093,979,1220,939,781,3223,4193,4786,1156,1123,1439,lg4,43691995,NO,lg4
TPS_04114,3493,HOG_22221,1_Tps_b3v08_scaf001211,128859,0.0251644821754107,A,A,134,102,135,96,63,157,193,162,253,124,78,143,163,198,176,111,86,88,224,297,323,131,166,164,lg4,65568405,NO,lg4
TPS_04115,657,HOG_13,1_Tps_b3v08_scaf001211,128859,0.0251644821754107,A,A,510,479,460,453,632,617,2342,1832,2060,1054,949,973,811,757,720,963,925,790,1354,1380,1773,609,705,988,lg4,65582468,NO,lg4
TPS_04116,1493,HOG_19748,1_Tps_b3v08_scaf001211,128859,0.0251644821754107,A,A,202,221,202,20,35,310,137,120,80,1001,781,633,125,164,141,68,61,52,263,393,457,387,654,138,lg4,65613073,NO,lg4
TPS_04117,903,NA,1_Tps_b3v08_scaf001211,128859,0.0251644821754107,A,A,9,3,18,1,0,21,11,10,8,101,60,67,7,27,16,11,8,3,6,13,7,67,45,18,lg4,65654123,NO,lg4
TPS_04118,1113,NA,1_Tps_b3v08_scaf001410,118923,0.0524947580382606,A,A,16,10,20,6,9,31,7,3,12,9,2,3,43,24,11,7,5,11,2,2,2,1,11,16,lg2,9860956,NO,lg2
TPS_04119,414,NA,1_Tps_b3v08_scaf001410,118923,0.0524947580382606,A,A,29,13,23,5,11,31,3,3,5,7,1,5,48,13,11,8,3,4,2,0,3,3,3,10,lg2,9874986,NO,lg2
TPS_04120,2243,NA,1_Tps_b3v08_scaf001410,118923,0.0524947580382606,A,A,4111,4132,5044,1766,2075,5870,9648,8702,6668,2835,2934,2291,6343,4824,5444,2849,2107,2300,1166,1346,1983,1696,1449,1556,lg2,9930464,NO,lg2
TPS_04121,576,NA,1_Tps_b3v08_scaf001410,118923,0.0524947580382606,A,A,226,217,328,93,163,480,1067,944,648,237,483,320,468,378,292,166,134,121,107,100,122,43,184,204,lg2,9962194,NO,lg2
TPS_04122,7655,HOG_19023,1_Tps_b3v08_scaf005596,41361,0.0606958458255346,A,A,279,197,213,208,205,225,1061,849,936,354,254,265,317,263,300,278,240,310,819,861,1164,332,289,274,NA,NA,NA,NA
TPS_04123,2060,NA,1_Tps_b3v08_scaf005242,44318,-0.00496653619684124,A,A,69,53,72,53,74,86,214,192,201,94,62,67,68,88,66,52,72,63,115,146,158,78,60,97,NA,NA,NA,NA
TPS_04124,1952,HOG_20735,1_Tps_b3v08_scaf005242,44318,-0.00496653619684124,A,A,696,603,802,628,764,925,2788,2451,2954,731,760,907,654,663,678,591,678,695,1881,2021,2386,493,867,872,NA,NA,NA,NA
TPS_04125,5879,HOG_21794,1_Tps_b3v08_scaf005242,44318,-0.00496653619684124,A,A,69,48,77,49,54,67,203,147,225,48,37,31,107,83,117,97,79,79,485,532,658,102,134,82,NA,NA,NA,NA
TPS_04126,7653,NA,1_Tps_b3v08_scaf001003,141157,-0.00661438205118766,A,A,3091,3473,3790,6812,9275,3801,5068,3291,3705,3201,1394,2502,4451,5402,4543,10874,8755,8682,788,927,958,7498,2440,5574,NA,NA,NA,NA
TPS_04127,9092,NA,1_Tps_b3v08_scaf001003,141157,-0.00661438205118766,A,A,441,451,708,438,395,690,587,529,880,455,170,305,544,574,596,453,612,513,466,791,813,660,462,364,NA,NA,NA,NA
TPS_04128,1005,HOG_22387,1_Tps_b3v08_scaf001290,125270,0.0241042840302633,A,A,45,34,67,61,53,68,317,235,277,92,134,112,88,48,64,88,65,46,332,394,464,57,87,68,lg8,71783353,NO,lg8
TPS_04129,6727,HOG_92,1_Tps_b3v08_scaf001290,125270,0.0241042840302633,A,A,283,274,354,323,359,458,964,941,887,530,562,586,486,523,399,524,488,399,764,938,855,312,513,482,lg8,71794649,NO,lg8
TPS_04130,3964,NA,1_Tps_b3v08_scaf001290,125270,0.0241042840302633,A,A,0,6,13,1,5,14,63,49,77,47,34,31,10,17,12,6,3,6,51,73,79,28,13,2,lg8,71823504,NO,lg8
TPS_04131,1560,HOG_17231,1_Tps_b3v08_scaf004278,54292,-0.0187541033169833,A,A,26,17,9,36,40,19,87,17,2,407,147,169,31,15,19,18,10,13,189,122,144,30,68,85,NA,NA,NA,NA
TPS_04132,7425,NA,1_Tps_b3v08_scaf004278,54292,-0.0187541033169833,A,A,108,121,150,135,124,188,486,415,415,210,205,314,168,167,134,144,132,88,482,527,575,186,309,78,NA,NA,NA,NA
TPS_04133,700,NA,1_Tps_b3v08_scaf004278,54292,-0.0187541033169833,A,A,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10,7,12,0,2,0,NA,NA,NA,NA
TPS_04134,420,NA,1_Tps_b3v08_scaf001633,109887,0.15732107253665,A,A,2,5,2,0,3,11,0,5,0,42,88,130,1,1,2,0,2,3,28,21,43,141,33,14,lg6,27197382,NO,lg6
TPS_04135,486,NA,1_Tps_b3v08_scaf001633,109887,0.15732107253665,A,A,1,1,8,3,5,5,2,6,9,8,13,7,3,6,4,3,1,4,31,17,41,11,14,1,lg6,27202549,NO,lg6
TPS_04136,1764,NA,1_Tps_b3v08_scaf001633,109887,0.15732107253665,A,A,41,40,82,30,44,77,48,74,56,165,246,296,36,52,30,33,46,21,444,399,537,201,143,89,lg6,27219406,NO,lg6
TPS_04137,880,HOG_1387,1_Tps_b3v08_scaf001633,109887,0.15732107253665,A,A,674,534,730,623,767,950,4531,3783,3965,1204,1788,1197,739,844,752,750,780,810,1604,2088,2359,591,963,858,lg6,27249715,NO,lg6
TPS_04138,1659,NA,1_Tps_b3v08_scaf006031,37701,-0.00746986527899834,A,A,2,0,0,0,0,0,3,3,0,13,0,4,1,1,0,0,2,1,2,0,1,7,4,4,NA,NA,NA,NA
TPS_04139,1202,NA,1_Tps_b3v08_scaf006031,37701,-0.00746986527899834,A,A,2,10,7,10,15,6,11,15,7,162,93,69,2,18,10,4,20,10,7,7,14,61,48,32,NA,NA,NA,NA
TPS_04140,747,NA,1_Tps_b3v08_scaf006031,37701,-0.00746986527899834,A,A,4,4,4,3,0,1,5,4,1,156,67,106,2,6,2,1,3,4,4,2,13,58,202,134,NA,NA,NA,NA
TPS_04141,3990,NA,1_Tps_b3v08_scaf001500,115299,0.0338267081933661,A,A,74,52,79,67,82,106,483,335,377,208,234,247,155,141,125,139,122,98,403,470,550,114,159,120,lg3,99846113,NO,lg3
TPS_04142,2317,NA,1_Tps_b3v08_scaf007699,27115,-0.0214765132375089,A,A,38,43,69,136,143,70,385,381,265,153,234,219,90,85,59,72,57,59,248,264,274,57,89,85,NA,NA,NA,NA
TPS_04143,2058,NA,1_Tps_b3v08_scaf007699,27115,-0.0214765132375089,A,A,15,8,18,22,14,6,122,93,78,33,51,39,20,12,6,11,16,25,67,57,80,19,25,25,NA,NA,NA,NA
TPS_04144,7012,HOG_3083,1_Tps_b3v08_scaf004499,51829,0.0499083732549439,A,A,1,2,14,12,9,13,16,15,14,57,82,42,11,11,7,24,15,11,207,283,282,74,41,14,lg1,5026648,NO,lg1
TPS_04145,147,NA,1_Tps_b3v08_scaf002239,89873,0.0515621629971393,A,A,5,5,7,1,5,15,12,9,19,6,6,5,5,7,3,6,3,4,14,10,14,4,5,0,NA,NA,NA,NA
TPS_04146,3165,NA,1_Tps_b3v08_scaf002239,89873,0.0515621629971393,A,A,85,60,130,90,84,180,314,216,302,96,140,92,126,141,110,104,70,82,238,298,342,62,126,73,NA,NA,NA,NA
TPS_04147,1887,NA,1_Tps_b3v08_scaf002239,89873,0.0515621629971393,A,A,46,40,53,36,33,63,89,61,103,28,24,23,45,60,40,33,35,35,83,52,67,43,43,28,NA,NA,NA,NA
TPS_04148,4272,NA,1_Tps_b3v08_scaf002777,77711,0.00439830710833094,A,A,16,12,21,14,19,41,64,79,57,119,105,66,23,25,11,12,12,10,261,445,364,61,116,37,lg5,51718404,NO,lg5
TPS_04149,3212,NA,1_Tps_b3v08_scaf000754,160974,0.0592705847666527,A,A,373,269,293,34,36,305,11,4,4,35,33,33,493,489,502,29,32,34,111,170,150,164,86,165,lg3,112755746,NO,lg3
TPS_04150,5081,NA,1_Tps_b3v08_scaf000754,160974,0.0592705847666527,A,A,804,754,664,624,778,761,203,241,225,416,170,279,867,923,791,743,661,751,2646,3030,3520,789,510,514,lg3,112683107,NO,lg3
TPS_04151,2312,NA,1_Tps_b3v08_scaf005438,42564,-0.0145626849841818,A,A,112,111,151,112,125,171,443,481,390,300,520,352,211,186,187,166,133,135,368,381,340,114,194,166,NA,NA,NA,NA
TPS_04152,459,NA,1_Tps_b3v08_scaf005438,42564,-0.0145626849841818,A,A,92,124,94,146,156,174,354,308,340,108,196,108,170,169,142,195,189,245,293,286,323,78,115,118,NA,NA,NA,NA
TPS_04153,4575,NA,1_Tps_b3v08_scaf004121,56248,0.0021021958056617,A,A,1,2,1,0,0,2,3,0,2,2,2,2,1,0,1,0,0,1,5023,8127,4397,230,130,203,NA,NA,NA,NA
TPS_04154,4058,NA,1_Tps_b3v08_scaf004121,56248,0.0021021958056617,A,A,265,245,154,15,16,181,204,100,49,501,396,420,260,88,115,79,25,56,767,361,468,209,219,231,NA,NA,NA,NA
TPS_04155,3008,NA,1_Tps_b3v08_scaf004121,56248,0.0021021958056617,A,A,232,145,134,679,601,121,52,71,80,325,77,111,1114,262,449,4493,1292,2365,242,179,343,768,152,932,NA,NA,NA,NA
TPS_04156,4510,NA,1_Tps_b3v08_scaf000926,147085,0.00937822486207348,A,A,7678,6070,4057,16610,18996,4600,290,165,378,2221,181,1335,56988,36691,23456,158515,132316,79078,528,578,625,12978,8600,15478,lg1,19436701,NO,lg1
TPS_04157,1887,HOG_17596,1_Tps_b3v08_scaf000926,147085,0.00937822486207348,A,A,1134,898,994,967,1026,1262,4236,3720,3989,1506,1555,1855,1384,1261,1340,1334,1246,1256,4764,5467,5913,816,1170,1004,lg1,19399139,NO,lg1
TPS_04158,4713,NA,1_Tps_b3v08_scaf000926,147085,0.00937822486207348,A,A,45,45,49,23,38,49,232,175,218,95,80,46,40,42,35,50,41,40,45,52,62,21,49,13,lg1,19360156,NO,lg1
TPS_04159,2681,HOG_16974,1_Tps_b3v08_scaf000926,147085,0.00937822486207348,A,A,435,355,498,432,393,571,1377,1112,1449,375,274,323,423,528,464,419,535,557,1487,2106,2309,344,354,272,lg1,19329953,NO,lg1
TPS_04160,2556,HOG_3416,1_Tps_b3v08_scaf007267,29460,0.0204324289936972,A,A,16,12,19,15,23,22,51,37,66,55,38,32,30,22,24,16,23,23,32,34,23,10,44,6,NA,NA,NA,NA
TPS_04161,1194,NA,1_Tps_b3v08_scaf007267,29460,0.0204324289936972,A,A,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA
TPS_04162,2906,HOG_11571,1_Tps_b3v08_scaf003688,62312,-0.948620589554765,X,X,185,142,200,159,195,204,728,804,489,339,390,450,241,258,239,298,367,238,79,91,72,237,223,200,NA,NA,NA,NA
TPS_04163,9281,HOG_19444,1_Tps_b3v08_scaf000242,245371,0.0375365278615907,A,A,977,916,1044,1123,1112,1331,1022,935,1105,841,642,701,677,1124,944,879,1663,1367,445,742,786,961,795,623,NA,NA,NA,NA
TPS_04164,1152,NA,1_Tps_b3v08_scaf001804,103304,0.0263127965706006,A,A,14,14,30,12,15,44,20,46,30,53,69,44,23,16,17,12,16,14,52,134,68,27,73,23,NA,NA,NA,NA
TPS_04165,732,NA,1_Tps_b3v08_scaf001804,103304,0.0263127965706006,A,A,8,12,14,12,2,25,10,14,15,33,34,34,9,10,10,7,10,8,31,67,39,17,37,16,NA,NA,NA,NA
TPS_04166,2531,HOG_16231,1_Tps_b3v08_scaf001804,103304,0.0263127965706006,A,A,2063,1586,1188,562,630,1802,4923,4186,3619,2842,2861,3126,2110,1756,1669,1115,1039,853,3730,3527,3079,841,1611,1673,NA,NA,NA,NA
TPS_04167,1509,NA,1_Tps_b3v08_scaf006645,33289,0.00356012662597226,A,A,2,1,1,5,6,1,0,0,1,3,2,2,3,2,5,3,4,7,571,793,1094,53,57,27,NA,NA,NA,NA
TPS_04168,1281,NA,1_Tps_b3v08_scaf006645,33289,0.00356012662597226,A,A,18,22,12,1,3,21,14,8,14,14,10,2,22,12,20,0,1,1,353,355,427,7,26,17,NA,NA,NA,NA
TPS_04169,1910,HOG_3874,1_Tps_b3v08_scaf006645,33289,0.00356012662597226,A,A,436,366,411,307,423,471,1820,1439,1698,719,904,662,642,543,572,729,691,653,1316,1513,1701,521,602,862,NA,NA,NA,NA
TPS_04170,569,HOG_2429,1_Tps_b3v08_scaf006645,33289,0.00356012662597226,A,A,112,103,64,2,6,70,79,67,56,183,191,103,115,75,61,4,9,6,226,169,112,65,129,192,NA,NA,NA,NA
TPS_04171,2133,NA,1_Tps_b3v08_scaf002623,81248,0.0323747535069819,A,A,518,471,653,581,536,801,2926,2481,2966,583,633,704,646,668,587,650,507,520,2190,2802,3045,473,457,637,lg3,48857577,NO,lg3
TPS_04172,234,NA,1_Tps_b3v08_scaf002623,81248,0.0323747535069819,A,A,5,8,11,6,9,7,33,20,35,1,0,2,6,2,8,9,8,7,17,34,46,10,2,6,lg3,48843763,NO,lg3
TPS_04173,5546,NA,1_Tps_b3v08_scaf002623,81248,0.0323747535069819,A,A,500,421,540,475,500,645,587,455,577,390,328,474,702,763,591,747,700,552,751,799,894,554,612,701,lg3,48836766,NO,lg3
TPS_04174,1203,HOG_20079,1_Tps_b3v08_scaf002623,81248,0.0323747535069819,A,A,34,35,46,43,49,80,184,196,156,64,83,83,53,59,46,50,44,37,108,174,141,35,62,27,lg3,48818026,NO,lg3
TPS_04175,1837,HOG_5836,1_Tps_b3v08_scaf005399,42915,0.0651906080485161,A,A,39,40,38,43,44,50,0,0,1,123,29,43,111,152,69,164,306,171,53,84,66,126,157,129,lg7,43628922,NO,lg7
TPS_04176,816,NA,1_Tps_b3v08_scaf005399,42915,0.0651906080485161,A,A,15,6,23,13,47,38,0,0,0,106,36,28,44,65,32,83,156,34,33,49,37,70,389,91,lg7,43616813,NO,lg7
TPS_04177,687,NA,1_Tps_b3v08_scaf005399,42915,0.0651906080485161,A,A,3,5,5,3,7,7,0,2,0,25,7,10,9,12,4,15,37,18,11,10,8,24,73,23,lg7,43610211,NO,lg7
TPS_04178,899,NA,1_Tps_b3v08_scaf005399,42915,0.0651906080485161,A,A,7,11,10,8,17,9,0,0,0,33,7,10,18,26,16,25,65,27,10,11,13,50,72,34,lg7,43606497,NO,lg7
TPS_04179,5211,NA,1_Tps_b3v08_scaf009429,19475,-0.083629035684326,A,A,957,826,1749,667,850,2276,1281,1454,1540,2666,3577,2735,1615,1892,1306,1148,923,1025,908,1344,678,1460,4147,2095,NA,NA,NA,NA
TPS_04180,777,NA,1_Tps_b3v08_scaf001879,100463,0.0115459018819855,A,A,0,0,1,0,0,2,0,0,0,7,1,3,1,3,0,2,0,1,2,0,1,6,1,5,lg4,109399558,NO,lg4
TPS_04181,3837,NA,1_Tps_b3v08_scaf001879,100463,0.0115459018819855,A,A,45,37,53,50,53,57,30,22,70,51,38,108,58,54,46,53,41,44,234,202,211,76,47,87,lg4,109424087,NO,lg4
TPS_04182,8502,NA,1_Tps_b3v08_scaf002282,88996,0.0251241018786027,A,A,651,538,581,498,644,747,4640,3227,3419,1306,1648,1104,826,793,739,839,758,795,1381,1478,1459,633,895,869,NA,NA,NA,NA
TPS_04183,1683,HOG_21076,1_Tps_b3v08_scaf002282,88996,0.0251241018786027,A,A,186,157,203,152,173,273,1919,1171,1170,624,651,419,279,244,220,238,164,153,649,571,419,144,323,283,NA,NA,NA,NA
TPS_04184,231,NA,1_Tps_b3v08_scaf001805,103297,0.0397784435291733,A,A,0,0,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,3,0,lg8,33653481,NO,lg8
TPS_04185,2296,NA,1_Tps_b3v08_scaf001805,103297,0.0397784435291733,A,A,27,28,34,15,11,40,5,8,17,59,68,32,23,55,32,15,30,7,65,114,180,54,79,14,lg8,33686310,NO,lg8
TPS_04186,1339,NA,1_Tps_b3v08_scaf001805,103297,0.0397784435291733,A,A,8,8,18,9,10,16,139,132,142,75,52,38,13,15,2,12,5,3,104,135,72,21,14,11,lg8,33728999,NO,lg8
TPS_04187,2495,HOG_16687,1_Tps_b3v08_scaf002415,85973,0.0303667493953919,A,A,14,28,26,13,18,27,243,194,218,51,29,41,23,16,38,21,19,26,114,119,145,21,33,29,lg7,13454638,NO,lg7
TPS_04188,1635,NA,1_Tps_b3v08_scaf002415,85973,0.0303667493953919,A,A,1,0,2,0,0,1,455,546,347,295,325,213,0,1,2,0,3,1,88,97,85,2,8,2,lg7,13474435,NO,lg7
TPS_04189,828,NA,1_Tps_b3v08_scaf002415,85973,0.0303667493953919,A,A,0,0,0,0,0,0,72,97,55,59,84,30,0,0,0,0,1,0,16,9,16,0,1,0,lg7,13490606,NO,lg7
TPS_04190,2113,HOG_18155,1_Tps_b3v08_scaf000089,319820,0.0496113627285735,A,A,0,1,0,0,0,2,13,3,23,8,4,4,0,1,0,0,0,0,200,181,138,22,3,9,NA,NA,NA,NA
TPS_04191,1371,NA,1_Tps_b3v08_scaf000089,319820,0.0496113627285735,A,A,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,190,190,232,12,3,7,NA,NA,NA,NA
TPS_04192,1162,NA,1_Tps_b3v08_scaf000089,319820,0.0496113627285735,A,A,95,90,88,85,87,111,472,436,499,141,132,207,102,118,104,102,94,89,474,629,627,130,80,224,NA,NA,NA,NA
TPS_04193,1965,HOG_17369,1_Tps_b3v08_scaf000477,193918,-0.0441297788461704,A,A,33,27,40,23,35,80,67,67,53,35,51,40,33,38,25,26,20,21,160,130,169,23,45,37,NA,NA,NA,NA
TPS_04194,6422,HOG_16894,1_Tps_b3v08_scaf000477,193918,-0.0441297788461704,A,A,327,320,300,294,360,359,1125,1108,879,476,275,448,504,391,412,572,439,455,953,1087,1180,396,361,371,NA,NA,NA,NA
TPS_04195,813,NA,1_Tps_b3v08_scaf002657,80382,0.00917660198819254,A,A,8,8,9,13,8,12,46,25,25,15,30,12,7,5,7,2,7,17,11,8,11,13,6,7,lg3,94574892,NO,lg3
TPS_04196,4925,NA,1_Tps_b3v08_scaf002657,80382,0.00917660198819254,A,A,1799,1478,1685,1883,2013,2081,10476,9077,11505,1007,599,1210,2021,2136,2078,2058,2214,2319,4215,5267,6742,1414,1837,1669,lg3,94582846,NO,lg3
TPS_04197,4145,HOG_21437,1_Tps_b3v08_scaf002657,80382,0.00917660198819254,A,A,177,139,287,336,303,343,217,167,296,458,401,310,193,266,179,271,289,263,252,294,222,589,399,206,lg3,94604492,NO,lg3
TPS_04198,1798,NA,1_Tps_b3v08_scaf003678,62449,0.0306727364695525,A,A,300,274,238,365,330,230,1168,1250,556,781,1027,920,851,506,572,918,1036,942,497,301,252,453,551,641,lg8,53272066,NO,lg8
TPS_04199,731,NA,1_Tps_b3v08_scaf003678,62449,0.0306727364695525,A,A,81,62,96,73,94,130,310,260,323,93,91,92,78,99,111,117,123,118,224,301,399,75,116,105,lg8,53280160,NO,lg8
TPS_04200,2366,NA,1_Tps_b3v08_scaf003678,62449,0.0306727364695525,A,A,231,163,310,250,256,412,1342,1088,1219,251,252,320,300,312,296,311,277,296,913,1170,1229,187,263,238,lg8,53313413,NO,lg8
TPS_04201,1686,NA,1_Tps_b3v08_scaf007281,29402,0.0076278887873124,A,A,66,56,72,66,59,69,244,215,257,126,103,63,61,88,73,66,58,62,175,222,209,102,81,73,NA,NA,NA,NA
TPS_04202,336,NA,1_Tps_b3v08_scaf007281,29402,0.0076278887873124,A,A,2,1,3,3,1,4,11,11,9,12,15,11,1,3,4,4,5,0,5,9,7,7,10,4,NA,NA,NA,NA
