gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tps_SF_HD_Md_Re1,Tps_SF_HD_Md_Re2,Tps_SF_HD_Md_Re3,Tps_SF_LG_Md_Re1,Tps_SF_LG_Md_Re2,Tps_SF_LG_Md_Re3,Tps_SF_RT_Md_Re1,Tps_SF_RT_Md_Re2,Tps_SF_RT_Md_Re3,Tps_SF_WB_Md_Re1,Tps_SF_WB_Md_Re2,Tps_SF_WB_Md_Re3,Tps_SM_HD_Md_Re1,Tps_SM_HD_Md_Re2,Tps_SM_HD_Md_Re3,Tps_SM_LG_Md_Re1,Tps_SM_LG_Md_Re2,Tps_SM_LG_Md_Re3,Tps_SM_RT_Md_Re1,Tps_SM_RT_Md_Re2,Tps_SM_RT_Md_Re3,Tps_SM_WB_Md_Re1,Tps_SM_WB_Md_Re2,Tps_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPS_04515,372,HOG_2056,1_Tps_b3v08_scaf000026,432785,-0.902476462728081,X,X,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lgX_ordNA_scaf2537,14369441,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf699;lgX_ordNA_scaf996;lgX_ordNA_scaf2537
TPS_04516,490,HOG_2475,1_Tps_b3v08_scaf000026,432785,-0.902476462728081,X,X,6,5,4,2,1,7,0,0,0,0,2,1,10,2,2,4,1,0,1,0,0,2,0,1,lgX_ordNA_scaf2537,14204539,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf699;lgX_ordNA_scaf996;lgX_ordNA_scaf2537
TPS_04517,6718,HOG_20684,1_Tps_b3v08_scaf004652,50241,0.0542078115461028,A,A,261,194,289,263,249,281,1393,918,1397,481,586,368,224,261,245,312,278,353,672,825,948,362,345,275,lg3,30638283,NO,lg3
TPS_04518,1623,NA,1_Tps_b3v08_scaf004652,50241,0.0542078115461028,A,A,0,0,3,0,0,2,1,4,0,7,13,13,0,0,0,1,0,0,0,3,0,2,6,3,lg3,30617091,NO,lg3
TPS_04519,480,NA,1_Tps_b3v08_scaf004652,50241,0.0542078115461028,A,A,1,0,1,0,0,2,1,0,0,3,11,4,0,1,0,0,0,0,0,2,0,5,3,1,lg3,30601116,NO,lg3
TPS_04520,1140,NA,1_Tps_b3v08_scaf002809,76897,0.0226000710798038,A,A,8,3,9,23,11,15,5,0,11,17,17,5,37,26,34,76,72,76,9,10,7,160,27,22,NA,NA,NA,NA
TPS_04521,1431,HOG_3106,1_Tps_b3v08_scaf002809,76897,0.0226000710798038,A,A,42,15,25,87,57,46,22,7,32,43,90,55,119,106,105,308,278,371,204,253,347,375,112,69,NA,NA,NA,NA
TPS_04522,747,NA,1_Tps_b3v08_scaf002809,76897,0.0226000710798038,A,A,34,15,24,39,35,8,14,3,29,17,38,35,82,50,68,173,162,235,106,122,201,151,57,57,NA,NA,NA,NA
TPS_04523,3075,HOG_20453,1_Tps_b3v08_scaf003269,68495,0.0639335729393971,A,A,1723,2362,6045,2493,1964,7111,43,73,50,2106,642,1683,2840,4517,1484,2588,854,954,279,432,286,3517,1136,2472,NA,NA,NA,NA
TPS_04524,1434,NA,1_Tps_b3v08_scaf003269,68495,0.0639335729393971,A,A,10,2,15,5,6,7,59,56,70,58,119,83,9,15,9,8,5,5,5214,6742,8078,233,299,111,NA,NA,NA,NA
TPS_04525,11664,NA,1_Tps_b3v08_scaf003269,68495,0.0639335729393971,A,A,94,75,117,79,104,151,134,193,112,614,613,366,105,88,97,134,86,140,217,366,307,531,698,147,NA,NA,NA,NA
TPS_04526,3038,NA,1_Tps_b3v08_scaf001737,105441,0.064195230888142,A,A,92,317,1055,204,280,1318,14,53,3209,160,1399,2948,128,355,387,187,459,249,208,1133,596,81,146,151,NA,NA,NA,NA
TPS_04527,825,NA,1_Tps_b3v08_scaf001737,105441,0.064195230888142,A,A,135,93,149,101,145,170,402,336,354,165,139,207,231,194,166,213,162,177,414,453,390,128,225,194,NA,NA,NA,NA
TPS_04528,426,NA,1_Tps_b3v08_scaf001737,105441,0.064195230888142,A,A,0,0,0,0,0,1,0,1,1,0,4,0,0,0,1,0,0,0,2,0,4,1,1,0,NA,NA,NA,NA
TPS_04529,3856,NA,1_Tps_b3v08_scaf001829,102549,0.0500945134364864,A,A,61,64,72,73,95,90,298,203,235,91,97,74,115,104,115,114,96,116,3245,4670,5717,269,467,191,lg5,28878838,NO,lg5
TPS_04530,1601,NA,1_Tps_b3v08_scaf001829,102549,0.0500945134364864,A,A,40,18,23,15,28,23,26,15,23,63,29,44,31,25,28,39,41,35,55,70,71,60,72,72,lg5,28824020,NO,lg5
TPS_04531,3145,NA,1_Tps_b3v08_scaf000418,205041,-0.932245272803695,X,X,128,66,119,191,184,143,27,16,25,43,10,38,126,136,152,197,205,203,27,29,26,75,54,101,lgX_ordNA_scaf157,3906964,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf1899;lgX_ordNA_scaf2537
TPS_04532,406,NA,1_Tps_b3v08_scaf000418,205041,-0.932245272803695,X,X,11,11,7,8,5,12,0,8,3,7,3,3,12,10,1,14,2,2,6,0,2,2,5,3,lgX_ordNA_scaf157,3903496,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf1899;lgX_ordNA_scaf2537
TPS_04533,1930,NA,1_Tps_b3v08_scaf000418,205041,-0.932245272803695,X,X,55,35,40,38,35,40,134,136,157,48,35,40,53,54,63,43,37,23,47,71,75,48,50,45,lgX_ordNA_scaf157,3870565,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf1899;lgX_ordNA_scaf2537
TPS_04534,1689,NA,1_Tps_b3v08_scaf000418,205041,-0.932245272803695,X,X,26,13,35,15,19,28,112,103,104,53,16,48,34,31,27,33,22,8,39,49,29,29,26,12,lgX_ordNA_scaf157,3841597,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf1899;lgX_ordNA_scaf2537
TPS_04535,3737,NA,1_Tps_b3v08_scaf006862,31963,0.0625818007291933,A,A,401,359,422,353,416,487,1418,1289,1326,428,378,373,518,609,393,535,495,400,1019,1605,1359,318,490,481,lg9,16808670,NO,lg9
TPS_04536,2757,NA,1_Tps_b3v08_scaf006862,31963,0.0625818007291933,A,A,574,609,531,443,477,546,541,430,529,476,174,353,890,815,812,744,659,640,2525,2903,3340,542,617,677,lg9,16804281,NO,lg9
TPS_04537,3535,NA,1_Tps_b3v08_scaf006862,31963,0.0625818007291933,A,A,30,28,43,32,27,39,600,426,454,95,80,87,38,27,38,54,27,33,511,722,913,79,83,71,lg9,16795090,NO,lg9
TPS_04538,930,NA,1_Tps_b3v08_scaf003631,63042,0.0461857641710076,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,37,1,0,1,NA,NA,NA,NA
TPS_04539,651,NA,1_Tps_b3v08_scaf003631,63042,0.0461857641710076,A,A,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,7,12,0,0,3,NA,NA,NA,NA
TPS_04540,345,NA,1_Tps_b3v08_scaf003631,63042,0.0461857641710076,A,A,2,6,5,0,4,3,5,5,1,0,6,2,19,3,13,1,2,3,130,222,172,1,9,3,NA,NA,NA,NA
TPS_04541,727,NA,1_Tps_b3v08_scaf003631,63042,0.0461857641710076,A,A,1,9,2,0,4,5,5,4,3,1,0,1,36,7,13,3,2,3,70,42,14,4,0,5,NA,NA,NA,NA
TPS_04542,639,HOG_11251,1_Tps_b3v08_scaf004867,48229,-0.0384678394881375,A,A,22,11,21,18,20,22,88,70,79,32,51,29,39,21,22,23,26,34,38,44,39,16,56,23,NA,NA,NA,NA
TPS_04543,1776,NA,1_Tps_b3v08_scaf004867,48229,-0.0384678394881375,A,A,322,333,280,319,432,328,4395,3840,2935,907,1030,888,459,400,367,508,479,496,1498,1700,2131,369,794,536,NA,NA,NA,NA
TPS_04544,1506,HOG_18714,1_Tps_b3v08_scaf004867,48229,-0.0384678394881375,A,A,367,346,433,385,515,612,2350,1931,1862,885,794,779,901,717,685,911,780,714,1341,1460,1451,402,683,936,NA,NA,NA,NA
TPS_04545,651,NA,1_Tps_b3v08_scaf004867,48229,-0.0384678394881375,A,A,31,25,26,24,25,46,70,95,72,46,75,54,47,35,45,33,33,27,57,92,71,30,50,40,NA,NA,NA,NA
TPS_04546,2547,HOG_5614,1_Tps_b3v08_scaf004867,48229,-0.0384678394881375,A,A,83,67,83,121,151,119,273,214,257,166,101,114,131,184,139,164,170,159,1109,1382,1484,149,220,182,NA,NA,NA,NA
TPS_04547,3103,NA,1_Tps_b3v08_scaf007219,29747,-0.0214344510848939,A,A,252,173,203,267,323,219,807,691,716,303,445,197,329,357,361,355,345,475,1094,1368,1372,126,473,207,NA,NA,NA,NA
TPS_04548,969,NA,1_Tps_b3v08_scaf007219,29747,-0.0214344510848939,A,A,9,10,13,5,17,17,40,54,35,34,49,29,26,28,20,28,21,26,144,197,178,14,51,24,NA,NA,NA,NA
TPS_04549,2889,NA,1_Tps_b3v08_scaf007354,28975,0.0419447317657555,A,A,864,661,724,392,462,889,1065,809,791,935,1119,785,850,797,610,697,662,458,1004,899,945,545,757,746,NA,NA,NA,NA
TPS_04550,1833,NA,1_Tps_b3v08_scaf007354,28975,0.0419447317657555,A,A,423,334,564,432,535,718,3686,3280,3860,886,1274,1010,635,602,635,526,605,635,875,907,970,274,723,741,NA,NA,NA,NA
TPS_04551,4860,HOG_21757,1_Tps_b3v08_scaf012370,11604,-0.0979727130931674,A,A,150,133,196,98,132,236,767,891,857,233,290,257,182,229,173,108,146,124,617,913,870,92,202,103,NA,NA,NA,NA
TPS_04552,339,NA,1_Tps_b3v08_scaf003130,70901,0.036579453978078,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,1,0,0,lg3,68245448,NO,lg3
TPS_04553,4334,NA,1_Tps_b3v08_scaf003130,70901,0.036579453978078,A,A,12,8,9,6,7,16,33,27,5,30,41,21,10,10,10,10,6,6,244,291,357,20,44,21,lg3,68213009,NO,lg3
TPS_04554,3650,HOG_16731,1_Tps_b3v08_scaf001563,112505,-0.00418687557250462,A,A,2013,1962,1989,1472,1977,2362,4746,4360,4116,1931,1634,1767,2784,2847,2347,2874,2334,2188,9428,11313,11991,1693,2231,2206,lg4,46732135,NO,lg4
TPS_04555,1272,HOG_16251,1_Tps_b3v08_scaf001563,112505,-0.00418687557250462,A,A,327,286,363,346,328,443,1077,889,1124,264,253,294,275,340,315,253,260,322,503,551,603,242,292,297,lg4,46787400,NO,lg4
TPS_04556,1399,HOG_2204,1_Tps_b3v08_scaf003426,66006,0.0804904893073869,A,A,2,0,2,3,1,0,6,3,5,3,1,4,10,7,10,10,8,3,1125,1380,1869,46,64,39,NA,NA,NA,NA
TPS_04557,10290,NA,1_Tps_b3v08_scaf003426,66006,0.0804904893073869,A,A,232,169,271,188,190,281,653,554,635,240,171,193,222,325,329,237,315,297,490,670,769,253,219,121,NA,NA,NA,NA
TPS_04558,679,NA,1_Tps_b3v08_scaf005639,41046,0.038577073718252,A,A,118,185,332,34,1,449,30,1,3,10,4,9,31,3,39,41,2,46,38,17,62,0,4,1,lg3,1019898,NO,lg3
TPS_04559,4109,HOG_17072,1_Tps_b3v08_scaf005639,41046,0.038577073718252,A,A,61,88,249,89,142,316,29,102,171,56,44,42,80,124,69,116,72,70,134,161,121,51,124,79,lg3,1037847,NO,lg3
TPS_04560,921,NA,1_Tps_b3v08_scaf005639,41046,0.038577073718252,A,A,3,2,10,6,11,11,3,6,8,2,0,3,4,4,2,5,2,2,7,10,4,1,3,1,lg3,1054568,NO,lg3
TPS_04561,2364,NA,1_Tps_b3v08_scaf001032,139444,0.00885800454680433,A,A,138,152,285,186,237,395,548,516,542,166,151,97,189,265,155,149,140,187,169,263,259,122,240,140,lg5,35372672,NO,lg5
TPS_04562,5492,NA,1_Tps_b3v08_scaf001032,139444,0.00885800454680433,A,A,264,244,415,328,419,414,605,583,568,129,91,101,242,475,343,272,393,430,156,278,293,164,190,128,lg5,35347406,NO,lg5
TPS_04563,294,NA,1_Tps_b3v08_scaf001161,131268,0.0197208990671116,A,A,13,6,29,6,7,20,26,10,29,56,13,20,14,6,5,19,11,14,6,16,14,37,16,16,NA,NA,NA,NA
TPS_04564,105,NA,1_Tps_b3v08_scaf001161,131268,0.0197208990671116,A,A,34,28,68,35,50,71,107,78,124,59,94,84,27,72,43,27,76,66,162,201,205,55,54,91,NA,NA,NA,NA
TPS_04565,1032,NA,1_Tps_b3v08_scaf001161,131268,0.0197208990671116,A,A,118,94,167,120,148,223,427,277,510,177,203,298,116,249,137,174,256,152,542,779,781,117,211,253,NA,NA,NA,NA
TPS_04566,2618,NA,1_Tps_b3v08_scaf001161,131268,0.0197208990671116,A,A,67,39,67,46,52,69,903,472,922,74,93,85,49,79,59,35,54,60,108,183,239,56,49,48,NA,NA,NA,NA
TPS_04567,405,HOG_4128,1_Tps_b3v08_scaf001161,131268,0.0197208990671116,A,A,10,13,15,8,5,14,83,84,83,22,14,18,13,14,19,15,11,7,42,50,47,16,26,7,NA,NA,NA,NA
TPS_04568,645,NA,1_Tps_b3v08_scaf001396,119615,0.0459210311651874,A,A,297,272,333,304,587,424,2811,2499,592,1306,5250,3972,648,704,480,1005,1647,790,2040,2027,1926,450,1142,749,lg3,45798119,NO,lg3
TPS_04569,5061,NA,1_Tps_b3v08_scaf001396,119615,0.0459210311651874,A,A,895,756,1503,1034,918,1656,239,176,235,491,473,534,1151,1331,855,1017,757,872,765,919,833,1056,646,931,lg3,45754983,NO,lg3
TPS_04570,6819,NA,1_Tps_b3v08_scaf004905,47769,0.0644106879333557,A,A,14,7,22,5,10,33,40,31,52,402,688,268,12,15,14,14,9,10,28,54,42,254,372,23,NA,NA,NA,NA
TPS_04571,2201,NA,1_Tps_b3v08_scaf001254,127000,0.046662105417753,A,A,3,2,4,2,6,2,3,4,3,3,6,3,0,0,0,0,2,4,595,804,882,25,81,39,lg3,115039271,NO,lg3
TPS_04572,826,HOG_3246,1_Tps_b3v08_scaf001254,127000,0.046662105417753,A,A,21,28,25,17,20,42,31,47,44,83,50,38,42,47,23,32,24,20,115,170,135,49,48,30,lg3,115049848,NO,lg3
TPS_04573,3065,HOG_18542,1_Tps_b3v08_scaf001254,127000,0.046662105417753,A,A,474,425,545,468,494,619,2367,1884,2063,668,593,731,600,702,560,645,675,529,1699,1925,2074,508,460,660,lg3,115119312,NO,lg3
TPS_04574,2536,NA,1_Tps_b3v08_scaf004624,50554,0.0242978796883313,A,A,0,0,1,0,0,1,356,509,488,128,195,177,3,2,2,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA
TPS_04575,2721,NA,1_Tps_b3v08_scaf004624,50554,0.0242978796883313,A,A,260,217,305,257,314,333,1497,1131,1595,454,655,509,333,322,317,339,341,379,706,789,907,243,344,325,NA,NA,NA,NA
TPS_04576,9320,HOG_21648,1_Tps_b3v08_scaf003375,66668,0.00719553923865481,A,A,730,615,778,458,471,801,1570,1473,1298,895,933,986,1125,1119,1013,817,784,750,2045,2524,2814,1104,916,1008,lg4,912894,NO,lg4
TPS_04577,1428,NA,1_Tps_b3v08_scaf003375,66668,0.00719553923865481,A,A,344,286,391,373,457,488,1852,1482,1783,830,872,707,543,560,563,555,626,602,914,1082,1155,474,384,716,lg4,883684,NO,lg4
TPS_04578,4910,NA,1_Tps_b3v08_scaf003375,66668,0.00719553923865481,A,A,276,229,280,265,363,301,1205,933,1110,441,639,433,407,419,384,394,502,514,523,596,784,415,291,416,lg4,860677,NO,lg4
TPS_04579,348,NA,1_Tps_b3v08_scaf003697,62218,0.0211778909102682,A,A,0,0,1,1,1,0,1,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA
TPS_04580,6078,NA,1_Tps_b3v08_scaf003697,62218,0.0211778909102682,A,A,15,13,35,8,9,35,18,40,27,156,149,96,18,25,18,13,18,10,27,18,14,68,85,14,NA,NA,NA,NA
TPS_04581,1625,NA,1_Tps_b3v08_scaf003533,64409,0.0492340639496747,A,A,28,26,29,37,34,33,100,76,120,21,61,18,29,40,30,39,34,40,826,1204,1533,76,95,90,lg8,4108291,NO,lg8
TPS_04582,4834,NA,1_Tps_b3v08_scaf003533,64409,0.0492340639496747,A,A,1951,1308,1430,1208,1249,1805,3983,2851,3275,2441,2152,1728,1566,1724,1458,2086,2315,2149,1741,1837,1770,957,1746,1523,lg8,4141804,NO,lg8
TPS_04583,1818,NA,1_Tps_b3v08_scaf003864,59871,0.065272699741577,A,A,1,0,3,0,1,5,1,1,0,16,26,12,0,0,0,0,2,0,1,6,0,4,2,0,NA,NA,NA,NA
TPS_04584,2004,HOG_5386,1_Tps_b3v08_scaf003864,59871,0.065272699741577,A,A,2,1,2,1,0,5,5,2,4,22,24,20,3,7,1,2,0,3,18,18,8,4,10,1,NA,NA,NA,NA
TPS_04585,3411,HOG_15127,1_Tps_b3v08_scaf002007,96888,-0.89964197980957,X,X,13,4,13,14,12,10,32,38,40,38,21,28,14,9,6,6,12,9,7,13,13,9,16,6,lgX_ordNA_scaf699,8898357,NO,lgX_ordNA_scaf699
TPS_04586,2829,HOG_16580,1_Tps_b3v08_scaf002905,75070,-0.0268319936237029,A,A,407,344,482,410,463,526,2703,2143,2971,516,585,407,411,509,509,346,436,543,930,1099,1266,286,418,384,lg4,90038442,NO,lg4
TPS_04587,3669,NA,1_Tps_b3v08_scaf002905,75070,-0.0268319936237029,A,A,9,10,17,1,3,41,7,5,7,28,55,29,14,29,12,1,1,1,21,26,19,19,14,3,lg4,90061208,NO,lg4
TPS_04588,1215,NA,1_Tps_b3v08_scaf002905,75070,-0.0268319936237029,A,A,0,0,2,0,0,1,1,1,0,2,11,6,1,1,0,0,0,0,0,3,0,6,0,0,lg4,90097665,NO,lg4
TPS_04589,685,NA,1_Tps_b3v08_scaf006108,37137,0.0596094275974821,A,A,16,13,19,10,15,15,37,40,43,11,3,13,28,28,18,31,20,19,27,28,25,6,10,4,NA,NA,NA,NA
TPS_04590,1929,NA,1_Tps_b3v08_scaf006108,37137,0.0596094275974821,A,A,29,26,25,36,26,42,132,124,131,26,32,31,53,54,46,49,37,35,85,92,89,45,29,42,NA,NA,NA,NA
TPS_04591,1149,HOG_18189,1_Tps_b3v08_scaf005539,41873,0.0225287441887552,A,A,248,183,285,209,216,409,2370,1956,2349,293,436,366,220,226,244,208,234,291,488,605,653,94,267,266,NA,NA,NA,NA
TPS_04592,3550,NA,1_Tps_b3v08_scaf005539,41873,0.0225287441887552,A,A,29,31,35,9,22,33,373,279,356,49,64,42,36,26,39,21,21,37,187,173,220,50,43,36,NA,NA,NA,NA
TPS_04593,4206,NA,1_Tps_b3v08_scaf003408,66288,-0.0165414144805029,A,A,70,66,97,61,57,107,443,341,493,100,103,71,78,106,114,88,124,104,216,283,305,59,64,57,lg4,120200528,NO,lg4
TPS_04594,1365,HOG_5889,1_Tps_b3v08_scaf003408,66288,-0.0165414144805029,A,A,209,194,276,192,200,331,650,528,589,370,244,250,348,317,274,293,207,206,726,807,909,321,269,369,lg4,120187325,NO,lg4
TPS_04595,909,HOG_24103,1_Tps_b3v08_scaf003408,66288,-0.0165414144805029,A,A,382,305,508,282,388,503,948,761,863,718,747,569,523,558,463,518,422,389,864,929,982,490,653,900,lg4,120183392,NO,lg4
TPS_04596,3511,NA,1_Tps_b3v08_scaf003408,66288,-0.0165414144805029,A,A,1,6,7,0,7,9,70,43,69,14,36,15,2,8,2,3,3,4,22,48,32,9,22,6,lg4,120165139,NO,lg4
TPS_04597,11109,HOG_21433,1_Tps_b3v08_scaf005191,44866,0.0195763383638282,A,A,15773,12607,14963,14330,17266,17083,42791,40841,48507,13774,12784,15234,14773,17188,16627,13996,18408,18622,20798,24117,27457,8925,16063,19342,NA,NA,NA,NA
TPS_04598,675,NA,1_Tps_b3v08_scaf000940,146145,0.0651456120319752,A,A,10,12,16,10,24,21,41,26,33,17,16,18,16,19,18,17,19,19,138,127,130,22,36,26,NA,NA,NA,NA
TPS_04599,2141,NA,1_Tps_b3v08_scaf000940,146145,0.0651456120319752,A,A,14,10,13,11,10,7,81,51,86,21,14,27,19,13,12,23,31,18,67,91,75,30,16,16,NA,NA,NA,NA
TPS_04600,510,NA,1_Tps_b3v08_scaf000940,146145,0.0651456120319752,A,A,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA
TPS_04601,993,NA,1_Tps_b3v08_scaf000940,146145,0.0651456120319752,A,A,5,3,6,6,3,6,5,7,6,1,18,6,7,10,8,4,3,3,2,3,5,2,4,0,NA,NA,NA,NA
TPS_04602,2832,NA,1_Tps_b3v08_scaf000940,146145,0.0651456120319752,A,A,65,91,111,72,88,90,186,292,407,113,72,76,175,99,155,164,114,205,566,500,665,125,196,182,NA,NA,NA,NA
TPS_04603,6985,NA,1_Tps_b3v08_scaf001813,103068,0.086994628834977,A,A,330,275,373,286,301,450,1544,1287,1453,559,589,531,447,424,394,438,398,390,1129,1547,1377,414,665,386,lg4,110409142,NO,lg4
TPS_04604,4136,HOG_24190,1_Tps_b3v08_scaf006319,35611,-0.00043811704825156,A,A,248,184,201,244,250,220,1649,1424,1574,368,269,318,246,246,247,318,308,300,454,525,691,297,184,355,NA,NA,NA,NA
TPS_04605,3443,NA,1_Tps_b3v08_scaf006319,35611,-0.00043811704825156,A,A,452,402,559,575,528,674,983,784,884,421,324,355,634,558,539,669,406,448,631,589,646,267,601,398,NA,NA,NA,NA
TPS_04606,2805,NA,1_Tps_b3v08_scaf001626,110090,0.0376900064499645,A,A,24,21,30,15,19,54,97,115,134,83,57,59,44,41,40,27,26,34,31,62,49,65,55,18,lg4,71128282,NO,lg4
TPS_04607,486,HOG_2855,1_Tps_b3v08_scaf001626,110090,0.0376900064499645,A,A,48,28,49,30,47,69,109,64,103,56,49,76,58,62,47,47,36,43,97,110,85,50,59,82,lg4,71101254,NO,lg4
TPS_04608,1815,HOG_17011,1_Tps_b3v08_scaf001626,110090,0.0376900064499645,A,A,188,141,236,177,160,279,575,477,480,208,199,243,193,172,184,152,150,174,1913,2262,2907,175,351,244,lg4,71090073,NO,lg4
TPS_04609,513,NA,1_Tps_b3v08_scaf001892,100066,0.00460718867640851,A,A,14,27,35,7,13,49,18,21,34,68,35,27,18,41,20,13,15,8,10,16,8,35,96,23,lg6,5876307,NO,lg6
TPS_04610,2587,HOG_18838,1_Tps_b3v08_scaf001892,100066,0.00460718867640851,A,A,47,45,62,55,58,72,204,129,173,35,49,40,46,64,45,51,48,51,622,835,1022,48,84,54,lg6,5901366,NO,lg6
TPS_04611,6771,HOG_16473,1_Tps_b3v08_scaf001892,100066,0.00460718867640851,A,A,69,67,84,52,53,96,450,262,322,287,182,196,93,85,68,71,67,61,1820,2365,2769,273,205,153,lg6,5917715,NO,lg6
TPS_04612,999,NA,1_Tps_b3v08_scaf004184,55425,-0.00361518289221527,A,A,0,0,3,1,0,2,1,1,0,5,2,5,0,9,6,1,6,2,13,8,6,1,9,0,NA,NA,NA,NA
TPS_04613,267,NA,1_Tps_b3v08_scaf004184,55425,-0.00361518289221527,A,A,13,5,9,3,4,13,5,5,1,10,7,9,14,19,11,6,6,5,14,16,15,7,21,11,NA,NA,NA,NA
TPS_04614,4814,NA,1_Tps_b3v08_scaf004184,55425,-0.00361518289221527,A,A,686,544,617,278,329,682,128,187,82,263,153,265,1266,1119,1287,698,1018,1252,1190,1442,1569,876,789,722,NA,NA,NA,NA
TPS_04615,7412,HOG_19637,1_Tps_b3v08_scaf004184,55425,-0.00361518289221527,A,A,966,811,1002,953,999,1041,3348,3145,3072,1214,773,997,1269,1168,1211,1290,1271,1284,1492,1701,2034,1175,1047,888,NA,NA,NA,NA
TPS_04616,5344,HOG_16669,1_Tps_b3v08_scaf001221,128468,0.0404270235942277,A,A,167,116,215,107,139,259,530,557,435,291,552,407,356,305,299,285,259,233,371,373,352,310,309,153,NA,NA,NA,NA
TPS_04617,444,NA,1_Tps_b3v08_scaf001221,128468,0.0404270235942277,A,A,3,1,0,0,2,3,4,5,5,4,25,12,4,7,3,7,5,2,5,4,3,5,9,2,NA,NA,NA,NA
TPS_04618,1543,HOG_21297,1_Tps_b3v08_scaf002609,81711,0.0669897341795327,A,A,2,3,4,2,3,4,25,24,32,27,26,18,5,7,3,7,6,5,107,151,183,7,20,12,NA,NA,NA,NA
TPS_04619,1797,NA,1_Tps_b3v08_scaf002609,81711,0.0669897341795327,A,A,262,269,308,190,213,322,1365,984,1153,347,175,230,376,379,331,295,274,264,789,920,1116,362,238,328,NA,NA,NA,NA
TPS_04620,2444,HOG_19080,1_Tps_b3v08_scaf002609,81711,0.0669897341795327,A,A,1,3,7,2,1,3,29,23,31,11,8,5,4,5,3,3,1,1,57,83,118,11,17,6,NA,NA,NA,NA
TPS_04621,774,NA,1_Tps_b3v08_scaf006042,37645,0.0364121356178636,A,A,66,59,80,55,67,111,136,118,117,76,115,123,120,110,82,88,75,88,118,142,112,61,167,116,NA,NA,NA,NA
TPS_04622,14490,HOG_16322,1_Tps_b3v08_scaf006042,37645,0.0364121356178636,A,A,208,157,272,174,169,421,228,303,248,735,716,573,259,331,232,246,221,267,353,538,353,717,1280,290,NA,NA,NA,NA
TPS_04623,1989,NA,1_Tps_b3v08_scaf003497,64953,0.0431227706406943,A,A,2,0,3,1,1,17,8,3,3,84,74,51,6,3,5,3,1,0,10,25,13,39,18,4,lg4,91322271,NO,lg4
TPS_04624,6406,NA,1_Tps_b3v08_scaf003497,64953,0.0431227706406943,A,A,720,589,750,743,718,810,1655,1467,1728,670,409,520,907,989,927,979,852,901,1266,1495,1792,813,465,521,lg4,91292651,NO,lg4
TPS_04625,2097,NA,1_Tps_b3v08_scaf000228,249674,-0.920739772274443,X,X,348,248,333,282,313,418,684,497,629,570,544,508,464,438,364,337,372,313,124,121,99,410,376,524,lgX_ordNA_scaf2537,2391342,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf699;lgX_ordNA_scaf2537
TPS_04626,849,NA,1_Tps_b3v08_scaf000228,249674,-0.920739772274443,X,X,74,39,79,70,67,108,153,111,159,132,74,112,110,99,89,73,58,69,37,49,26,78,65,116,lgX_ordNA_scaf2537,2411230,NO,lgX_ordNA_scaf1319;lgX_ordNA_scaf699;lgX_ordNA_scaf2537
TPS_04627,1878,NA,1_Tps_b3v08_scaf001137,132528,0.0253356710164414,A,A,191,204,166,158,193,227,897,613,756,320,341,224,238,284,238,230,225,202,487,638,789,177,500,167,lg12,2509464,NO,lg12
TPS_04628,381,NA,1_Tps_b3v08_scaf001137,132528,0.0253356710164414,A,A,172,146,167,138,184,228,737,640,744,155,170,177,165,197,177,180,213,203,326,430,426,99,272,218,lg12,2533201,NO,lg12
TPS_04629,780,NA,1_Tps_b3v08_scaf001137,132528,0.0253356710164414,A,A,52,49,58,70,64,59,254,230,269,50,63,54,71,94,68,55,69,68,107,136,161,46,61,45,lg12,2541440,NO,lg12
TPS_04630,8303,HOG_17116,1_Tps_b3v08_scaf005381,43061,0.102536244884364,A,A,228,191,192,240,276,280,647,626,612,278,457,332,305,313,305,265,340,404,475,632,632,274,317,263,lg4,536117,NO,lg4
TPS_04631,16244,HOG_1808,1_Tps_b3v08_scaf002582,82341,0.0450218965565006,A,A,1032,876,1107,973,1048,1267,1868,1555,2048,967,361,726,1401,1418,1280,1455,1590,1393,1585,1750,2025,1040,897,1122,lg4,90985808,NO,lg4
