gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tbi_SF_HD_Md_Re1,Tbi_SF_HD_Md_Re2,Tbi_SF_HD_Md_Re3,Tbi_SF_LG_Md_Re1,Tbi_SF_LG_Md_Re2,Tbi_SF_LG_Md_Re3,Tbi_SF_RT_Md_Re1,Tbi_SF_RT_Md_Re2,Tbi_SF_RT_Md_Re3,Tbi_SF_WB_Md_Re1,Tbi_SF_WB_Md_Re2,Tbi_SF_WB_Md_Re3,Tbi_SM_HD_Md_Re1,Tbi_SM_HD_Md_Re2,Tbi_SM_HD_Md_Re3,Tbi_SM_LG_Md_Re1,Tbi_SM_LG_Md_Re2,Tbi_SM_LG_Md_Re3,Tbi_SM_RT_Md_Re1,Tbi_SM_RT_Md_Re2,Tbi_SM_RT_Md_Re3,Tbi_SM_WB_Md_Re1,Tbi_SM_WB_Md_Re2,Tbi_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TBI_02713,3753,HOG_24078,4_Tbi_b3v08_scaf000562,272066,-0.000601472282170957,A,A,14,12,45,8,8,14,101,129,89,62,61,60,19,6,24,9,6,5,246,305,275,67,150,91,lg9,7580106,NO,lg9
TBI_02714,678,NA,4_Tbi_b3v08_scaf000562,272066,-0.000601472282170957,A,A,0,1,1,0,0,1,2,0,1,1,2,1,1,0,0,0,0,0,1,2,3,1,1,0,lg9,7593312,NO,lg9
TBI_02715,1324,NA,4_Tbi_b3v08_scaf000562,272066,-0.000601472282170957,A,A,281,268,199,298,368,358,793,788,737,434,410,447,263,250,305,344,285,317,1453,2034,1899,430,536,497,lg9,7614178,NO,lg9
TBI_02716,1563,NA,4_Tbi_b3v08_scaf000562,272066,-0.000601472282170957,A,A,8,9,18,1,8,10,26,34,25,29,23,30,9,8,12,3,10,6,19,20,21,17,37,9,lg9,7631952,NO,lg9
TBI_02717,4914,NA,4_Tbi_b3v08_scaf000562,272066,-0.000601472282170957,A,A,204,195,265,163,147,307,525,506,338,473,437,422,181,136,150,145,131,104,238,259,252,267,671,227,lg9,7671744,NO,lg9
TBI_02718,4403,HOG_19702,4_Tbi_b3v08_scaf002492,106811,-0.019080910293603,A,A,2939,2995,2750,4197,4437,5931,6264,6132,5047,5170,2482,3312,2317,1731,3604,3791,3180,5087,2062,2172,2272,7407,1649,2273,NA,NA,NA,NA
TBI_02719,4210,HOG_17335,4_Tbi_b3v08_scaf002492,106811,-0.019080910293603,A,A,10,2,8,8,18,12,11,7,7,6,3,3,4,5,8,7,6,5,2258,4009,3585,287,708,694,NA,NA,NA,NA
TBI_02720,651,HOG_2428,4_Tbi_b3v08_scaf002492,106811,-0.019080910293603,A,A,4561,4491,2625,6958,7572,7128,13899,13445,10909,9764,13301,14118,7246,6786,5681,7665,6654,6849,11023,11373,10922,6954,9454,9615,NA,NA,NA,NA
TBI_02721,5591,NA,4_Tbi_b3v08_scaf002492,106811,-0.019080910293603,A,A,2906,2859,2664,2232,2435,2896,1950,1875,1500,2234,1328,1387,2845,2272,3192,2534,2271,2715,1540,1332,1540,4062,1345,1664,NA,NA,NA,NA
TBI_02722,4466,NA,4_Tbi_b3v08_scaf002492,106811,-0.019080910293603,A,A,1087,1110,799,1608,1783,1651,4246,3910,3025,1194,974,1234,1905,1604,1511,2184,1743,1612,4378,3479,3662,1463,973,1106,NA,NA,NA,NA
TBI_02723,765,NA,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,223,170,208,189,185,454,2439,2490,2334,436,481,581,505,303,386,723,247,369,3876,4121,5039,440,1362,848,lg5,17009500,NO,lg5
TBI_02724,4044,HOG_17857,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,260,251,171,232,260,231,444,414,469,313,362,338,286,237,228,273,174,165,800,1075,1003,364,512,374,lg5,16994422,NO,lg5
TBI_02725,534,HOG_3801,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,801,685,52,168,156,lg5,17000706,NO,lg5
TBI_02726,1662,HOG_18636,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,1,2,6,0,1,5,16,24,9,12,10,12,1,3,5,2,3,3,18,27,15,7,15,5,lg5,16953386,NO,lg5
TBI_02727,4533,HOG_5471,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,577,559,511,651,750,795,1539,1505,1277,907,863,994,715,652,765,611,599,579,2196,3203,3268,966,954,1029,lg5,16928220,NO,lg5
TBI_02728,492,NA,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,206,162,141,212,194,231,1022,982,718,325,315,416,231,262,239,244,203,188,599,669,650,269,312,236,lg5,16915636,NO,lg5
TBI_02729,1032,HOG_22871,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,274,267,159,362,316,377,924,925,753,521,491,623,315,289,262,355,286,299,1055,1583,1439,463,714,650,lg5,16907492,NO,lg5
TBI_02730,3982,NA,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,20,24,14,21,15,22,228,223,217,67,87,101,24,34,21,14,20,18,102,201,123,46,44,39,lg5,16902163,NO,lg5
TBI_02731,1050,NA,4_Tbi_b3v08_scaf001031,194354,-0.0129760450519594,A,A,2,2,0,2,2,3,30,45,28,18,10,24,0,0,3,3,3,0,23,30,34,6,5,4,lg5,16894332,NO,lg5
TBI_02732,1971,NA,4_Tbi_b3v08_scaf000196,419621,-0.0109314309137973,A,A,12,11,14,10,7,9,143,153,113,51,45,51,17,9,17,4,18,15,181,255,209,48,36,37,lg7,23119781,NO,lg7
TBI_02733,690,NA,4_Tbi_b3v08_scaf000196,419621,-0.0109314309137973,A,A,44,57,20,65,60,57,2,4,5,41,68,42,58,49,40,57,42,57,148,159,65,52,41,42,lg7,23051233,NO,lg7
TBI_02734,6745,NA,4_Tbi_b3v08_scaf000196,419621,-0.0109314309137973,A,A,3110,3274,1934,3800,3946,3187,249,263,176,3247,2309,1914,3941,3791,2957,3823,3462,2776,6184,5389,3670,3205,2210,2323,lg7,22998444,NO,lg7
TBI_02735,1563,NA,4_Tbi_b3v08_scaf000196,419621,-0.0109314309137973,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,lg7,22914299,NO,lg7
TBI_02736,485,NA,4_Tbi_b3v08_scaf000196,419621,-0.0109314309137973,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lg7,22917289,NO,lg7
TBI_02737,489,NA,4_Tbi_b3v08_scaf000196,419621,-0.0109314309137973,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lg7,22899304,NO,lg7
TBI_02738,8580,NA,4_Tbi_b3v08_scaf001777,140709,-0.0107934758020379,A,A,1775,1765,5765,1874,1983,4988,76,79,90,6916,2287,2743,464,223,1023,1171,1352,1038,305,318,225,4650,4621,1221,lg3,110638962,NO,lg3
TBI_02739,384,NA,4_Tbi_b3v08_scaf001777,140709,-0.0107934758020379,A,A,3,0,8,0,0,0,0,0,0,4,1,1,1,0,1,1,1,0,1,1,1,2,8,1,lg3,110698374,NO,lg3
TBI_02740,591,NA,4_Tbi_b3v08_scaf001777,140709,-0.0107934758020379,A,A,2,0,4,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,2,1,lg3,110724399,NO,lg3
TBI_02741,507,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,354,315,226,408,508,479,1233,1177,897,550,679,732,454,351,439,534,390,494,835,995,1040,640,658,639,NA,NA,NA,NA
TBI_02742,4451,HOG_23137,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,158,125,94,144,134,108,506,521,351,173,301,220,169,153,156,152,148,165,232,306,335,239,203,173,NA,NA,NA,NA
TBI_02743,4429,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,225,232,165,250,269,230,2072,1988,1442,486,579,573,263,267,255,254,208,218,444,504,435,437,287,521,NA,NA,NA,NA
TBI_02744,714,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,69,69,37,63,86,61,278,286,179,102,71,112,79,46,47,82,60,55,189,167,195,88,66,63,NA,NA,NA,NA
TBI_02745,492,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,1,1,5,1,1,3,15,11,4,5,5,3,1,0,1,1,1,1,6,12,12,2,4,5,NA,NA,NA,NA
TBI_02746,897,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,189,176,95,202,189,223,1267,1228,961,366,388,499,217,176,218,206,196,203,693,755,779,324,322,305,NA,NA,NA,NA
TBI_02747,276,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,36,24,30,43,41,43,339,345,271,83,60,104,44,30,33,25,45,44,196,185,222,83,47,53,NA,NA,NA,NA
TBI_02748,1338,NA,4_Tbi_b3v08_scaf000866,214182,0.00180451595439579,A,A,82,75,53,68,86,108,1302,1183,849,225,172,324,83,80,68,88,73,78,229,267,259,172,152,92,NA,NA,NA,NA
TBI_02749,858,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,lg3,44317364,NO,lg3
TBI_02750,768,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lg3,44250962,NO,lg3
TBI_02751,954,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,3,3,0,5,0,lg3,44224206,NO,lg3
TBI_02752,813,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,76,68,77,83,90,99,249,227,204,125,101,91,65,51,87,90,70,100,117,139,123,86,58,62,lg3,44193510,NO,lg3
TBI_02753,5586,HOG_22966,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,5252,4940,2741,6659,7080,6195,29962,28710,22559,11904,14230,18025,7334,6473,5613,7117,6334,6322,11064,10378,11189,7199,8299,8792,lg3,44177755,NO,lg3
TBI_02754,918,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,45,35,24,29,33,49,262,258,196,93,102,110,54,37,29,50,28,27,597,798,746,115,213,164,lg3,44118105,NO,lg3
TBI_02755,1410,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,9,10,7,4,2,5,220,233,240,27,36,67,7,8,5,1,8,2,523,653,752,64,161,121,lg3,44099275,NO,lg3
TBI_02756,2054,NA,4_Tbi_b3v08_scaf000058,599232,-0.00140745394135463,A,A,19,21,43,22,24,32,259,239,205,111,109,120,18,12,26,9,12,18,274,393,299,85,133,118,lg3,43994487,NO,lg3
TBI_02757,2919,HOG_18709,4_Tbi_b3v08_scaf000450,301261,-0.00819115774386676,A,A,225,197,196,192,229,248,521,499,373,397,236,276,161,225,191,245,206,182,535,717,639,234,218,246,lg7,32446999,NO,lg7
TBI_02758,411,HOG_4491,4_Tbi_b3v08_scaf000450,301261,-0.00819115774386676,A,A,15,16,10,21,20,24,95,103,80,37,28,36,23,23,23,27,19,27,203,330,324,33,37,66,lg7,32426367,NO,lg7
TBI_02759,2964,NA,4_Tbi_b3v08_scaf000450,301261,-0.00819115774386676,A,A,198,203,301,122,100,334,378,376,250,802,511,901,80,50,116,44,61,52,121,98,73,347,456,145,lg7,32332231,NO,lg7
TBI_02760,651,NA,4_Tbi_b3v08_scaf000450,301261,-0.00819115774386676,A,A,6,7,7,6,15,9,15,18,9,14,12,15,13,3,10,10,13,14,22,19,26,25,1,4,lg7,32294421,NO,lg7
TBI_02761,3048,NA,4_Tbi_b3v08_scaf000450,301261,-0.00819115774386676,A,A,1763,1659,1642,1898,1994,2742,8318,8069,6593,3575,2736,4276,1632,1354,1516,2126,1961,1684,4505,4232,4806,2998,2580,1769,lg7,32262708,NO,lg7
TBI_02762,318,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,0,0,2,1,1,0,9,11,4,3,0,0,0,0,0,0,2,1,0,0,0,1,1,0,lgX_ordNA_scaf699,5805846,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02763,2955,HOG_16510,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,596,646,450,5549,6199,7627,427,393,128,623,413,313,547,914,421,1225,5152,2391,3,3,2,717,495,306,lgX_ordNA_scaf699,5782346,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02764,1137,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,4,4,0,6,9,7,34,39,15,14,9,31,3,5,3,6,7,6,11,8,10,5,1,4,lgX_ordNA_scaf699,5690970,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02765,270,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,2,1,2,2,2,2,18,24,13,13,11,22,4,8,5,2,3,4,6,9,5,2,6,2,lgX_ordNA_scaf699,5673970,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02766,667,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,5,4,9,5,4,4,29,29,18,5,10,12,3,1,2,3,2,3,4,4,0,7,4,3,lgX_ordNA_scaf699,5638787,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02767,4335,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,86,124,106,107,98,116,427,392,322,185,115,166,94,81,100,79,79,83,81,91,111,147,103,88,lgX_ordNA_scaf699,5597004,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02768,861,HOG_22829,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,300,325,191,314,329,359,48,24,36,129,142,168,200,259,225,230,244,306,9,5,18,212,198,165,lgX_ordNA_scaf699,5562867,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02769,615,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,59,44,23,40,56,57,8,6,3,25,28,23,26,43,22,35,35,42,2,1,2,19,24,22,lgX_ordNA_scaf699,5551606,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02770,1077,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,22,31,12,20,21,15,3,6,1,13,9,12,15,11,17,10,20,32,1,0,1,9,21,12,lgX_ordNA_scaf699,5524942,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02771,621,NA,4_Tbi_b3v08_scaf000202,412944,-0.857774114160396,X,A,3,2,1,2,3,0,13,14,14,1,5,4,2,5,4,2,2,3,3,2,4,4,4,3,lgX_ordNA_scaf699,5456290,NO,lgX_ordNA_scaf964;lgX_ordNA_scaf3350;lgX_ordNA_scaf1319;lgX_ordNA_scaf157;lgX_ordNA_scaf2537;lgX_ordNA_scaf699
TBI_02772,6829,NA,4_Tbi_b3v08_scaf000647,250412,0.011455335035781,A,A,1266,1412,1077,1095,1262,1415,5114,4876,3775,1890,1256,1354,1790,1713,1553,1331,1194,1096,3245,3388,3754,1736,1439,1497,lg5,10987371,NO,lg5
TBI_02773,2910,HOG_17163,4_Tbi_b3v08_scaf000647,250412,0.011455335035781,A,A,58,41,39,56,62,50,222,228,192,64,59,80,49,52,54,42,54,43,126,165,122,78,65,70,lg5,11045474,NO,lg5
TBI_02774,3447,HOG_1418,4_Tbi_b3v08_scaf000647,250412,0.011455335035781,A,A,91,81,60,137,148,209,33,34,27,110,114,116,48,94,97,66,148,108,57,30,25,106,139,99,lg5,11059984,NO,lg5
TBI_02775,8967,HOG_6300,4_Tbi_b3v08_scaf000179,432999,-0.00371494712722102,A,A,117,98,103,90,93,105,419,393,296,117,149,188,142,117,107,124,91,66,830,1321,1141,196,451,341,NA,NA,NA,NA
TBI_02776,669,NA,4_Tbi_b3v08_scaf000179,432999,-0.00371494712722102,A,A,6,12,7,12,16,15,58,55,36,22,8,23,5,12,9,8,13,5,13,10,8,10,13,13,NA,NA,NA,NA
TBI_02777,339,NA,4_Tbi_b3v08_scaf000179,432999,-0.00371494712722102,A,A,14,15,7,16,17,28,109,90,38,16,30,29,9,8,11,7,15,17,28,15,13,20,15,5,NA,NA,NA,NA
TBI_02778,1644,NA,4_Tbi_b3v08_scaf000179,432999,-0.00371494712722102,A,A,110,85,56,93,122,143,527,548,274,217,121,233,81,49,51,77,67,76,151,97,63,145,132,74,NA,NA,NA,NA
TBI_02779,3992,NA,4_Tbi_b3v08_scaf000179,432999,-0.00371494712722102,A,A,1034,1066,677,1395,1505,1408,3698,3711,1988,1141,926,1144,1158,969,1025,1111,1147,1121,1683,1339,1006,923,851,713,NA,NA,NA,NA
TBI_02780,856,HOG_23598,4_Tbi_b3v08_scaf005390,45542,0.00582582761867175,A,A,0,0,0,0,0,0,0,0,10,1373,474,615,0,0,0,0,0,0,1,0,2,3286,1191,801,NA,NA,NA,NA
TBI_02781,3173,NA,4_Tbi_b3v08_scaf005390,45542,0.00582582761867175,A,A,7,2,2,1,8,1,85,88,60,84,107,53,13,6,6,12,3,6,406,735,757,311,317,332,NA,NA,NA,NA
TBI_02782,5443,NA,4_Tbi_b3v08_scaf005390,45542,0.00582582761867175,A,A,1024,988,783,1244,1323,1681,5753,5840,4659,2398,2135,3603,1440,1280,1007,1353,1296,1046,4960,6910,6274,2000,2600,2455,NA,NA,NA,NA
TBI_02783,4200,HOG_16812,4_Tbi_b3v08_scaf005390,45542,0.00582582761867175,A,A,566,595,520,463,459,1015,2122,2145,1491,2088,1229,3025,361,285,407,294,423,253,1309,1741,1541,1371,1670,1293,NA,NA,NA,NA
TBI_02784,2902,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,156,131,124,73,85,79,21,27,13,32,33,29,269,175,200,103,94,80,215,385,271,83,112,100,lg7,18493852,NO,lg7
TBI_02785,1104,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,62,60,41,37,19,20,14,12,15,13,23,17,77,61,75,22,23,27,89,159,115,31,60,36,lg7,18528418,NO,lg7
TBI_02786,1062,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,lg7,18573201,NO,lg7
TBI_02787,4054,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,1,2,2,2,1,1,464,470,263,264,243,130,8,7,6,3,3,3,76,291,151,13,6,22,lg7,18581593,NO,lg7
TBI_02788,1803,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,19,25,2,35,49,7,2,3,1,5,0,1,1,2,5,0,2,1,85,119,151,10,45,31,lg7,18596572,NO,lg7
TBI_02789,1983,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lg7,18626280,NO,lg7
TBI_02790,1611,NA,4_Tbi_b3v08_scaf000763,229386,-0.0143594292981829,A,A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,497,931,956,76,207,178,lg7,18692972,NO,lg7
TBI_02791,5159,HOG_2819,4_Tbi_b3v08_scaf001082,188567,0.0269386755042813,A,A,217,233,196,248,263,355,1232,1232,679,591,430,733,289,217,240,362,294,200,499,828,741,506,608,391,lg2,32457281,NO,lg2
TBI_02792,2334,HOG_13331,4_Tbi_b3v08_scaf001082,188567,0.0269386755042813,A,A,325,375,199,489,560,558,3031,3065,2350,1092,860,1375,502,443,346,537,429,437,1786,2253,2080,782,898,832,lg2,32496256,NO,lg2
TBI_02793,1371,NA,4_Tbi_b3v08_scaf001082,188567,0.0269386755042813,A,A,139,156,110,150,136,199,1103,1074,833,360,314,459,102,84,207,84,81,166,245,266,507,326,362,246,lg2,32523180,NO,lg2
TBI_02794,441,HOG_22229,4_Tbi_b3v08_scaf001082,188567,0.0269386755042813,A,A,117,106,72,105,120,122,559,548,450,160,165,206,115,93,141,132,115,127,544,508,603,195,174,148,lg2,32530246,NO,lg2
TBI_02795,7654,HOG_23474,4_Tbi_b3v08_scaf001082,188567,0.0269386755042813,A,A,244,241,220,278,339,326,1534,1486,1155,581,414,452,270,256,281,266,239,234,1284,1883,1710,510,488,494,lg2,32556770,NO,lg2
TBI_02796,4310,HOG_712,4_Tbi_b3v08_scaf001775,140813,0.010866772496125,A,A,14,18,20,15,13,18,316,308,215,85,63,81,14,9,11,14,10,6,61,49,50,31,37,17,lg3,79172342,NO,lg3
TBI_02797,1449,NA,4_Tbi_b3v08_scaf001775,140813,0.010866772496125,A,A,87,82,66,85,92,89,459,411,353,209,147,209,103,94,89,77,74,60,435,492,492,189,143,134,lg3,79160234,NO,lg3
TBI_02798,5513,NA,4_Tbi_b3v08_scaf001775,140813,0.010866772496125,A,A,622,657,495,696,795,859,2523,2470,1987,1013,822,1234,774,710,638,822,721,726,1301,1399,1567,946,875,724,lg3,79143870,NO,lg3
TBI_02799,2076,NA,4_Tbi_b3v08_scaf001775,140813,0.010866772496125,A,A,19,20,20,25,31,23,238,209,164,76,103,137,28,21,23,33,20,29,271,301,271,56,54,50,lg3,79126085,NO,lg3
TBI_02800,620,NA,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,9,5,8,4,1,3,28,24,15,15,9,16,5,7,8,7,1,4,20,41,31,22,31,20,NA,NA,NA,NA
TBI_02801,4941,NA,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,593,568,438,454,506,554,1016,1022,807,526,553,475,621,566,563,601,494,421,805,827,858,612,647,565,NA,NA,NA,NA
TBI_02802,1056,HOG_22895,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,341,336,239,386,395,450,1015,995,768,588,655,677,450,370,357,485,337,388,1021,1134,1171,492,722,592,NA,NA,NA,NA
TBI_02803,2955,NA,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,449,433,253,343,348,296,430,390,259,260,210,388,380,285,362,424,246,359,474,507,595,554,238,287,NA,NA,NA,NA
TBI_02804,300,NA,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,21,27,28,21,29,31,101,115,93,48,26,32,33,25,23,36,15,33,143,164,191,34,92,47,NA,NA,NA,NA
TBI_02805,366,NA,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,62,71,57,73,96,94,252,220,173,127,161,173,120,112,101,105,86,90,350,475,440,113,169,155,NA,NA,NA,NA
TBI_02806,4447,HOG_23249,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,646,601,487,684,800,747,1966,1966,1441,1343,1391,1636,941,634,744,1019,752,704,1461,1274,1447,2143,2594,1549,NA,NA,NA,NA
TBI_02807,720,HOG_22734,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,77,70,47,79,80,89,238,246,163,67,78,102,76,76,63,77,63,71,182,204,189,89,82,83,NA,NA,NA,NA
TBI_02808,1869,NA,4_Tbi_b3v08_scaf001444,159782,-0.0357809750274168,A,A,0,0,2,2,7,2,2,0,0,3,1,1,1,1,0,3,14,2,9,15,15,2,7,8,NA,NA,NA,NA
TBI_02809,6110,HOG_19215,4_Tbi_b3v08_scaf001417,161973,0.00437462886838311,A,A,168,165,236,145,153,207,1117,1067,586,472,355,475,329,230,284,205,159,217,873,724,999,639,307,308,lg3,104326299,NO,lg3
TBI_02810,9044,NA,4_Tbi_b3v08_scaf001417,161973,0.00437462886838311,A,A,652,761,504,773,872,768,4294,4455,3026,1582,1190,1618,694,992,585,699,1042,651,2623,4787,2731,1109,1263,997,lg3,104247269,NO,lg3
TBI_02811,383,NA,4_Tbi_b3v08_scaf000827,219352,0.0290631995659693,A,A,2,2,1,2,2,4,11,5,2,4,5,2,5,1,0,2,2,2,2,1,0,2,4,0,lg6,52330210,NO,lg6
TBI_02812,1011,NA,4_Tbi_b3v08_scaf000827,219352,0.0290631995659693,A,A,7,8,14,6,3,24,28,32,12,29,29,25,5,3,9,1,7,4,0,3,1,10,36,7,lg6,52299398,NO,lg6
TBI_02813,5564,NA,4_Tbi_b3v08_scaf000827,219352,0.0290631995659693,A,A,790,759,636,1381,1429,1412,3432,3277,1975,1471,1410,1710,1001,882,1061,1255,1131,1291,751,574,405,1339,1567,1106,lg6,52286596,NO,lg6
TBI_02814,7101,HOG_20286,4_Tbi_b3v08_scaf000827,219352,0.0290631995659693,A,A,409,401,355,391,436,454,1329,1327,1147,821,694,748,498,459,483,376,347,420,1879,2498,2214,851,768,653,lg6,52253618,NO,lg6
TBI_02815,1113,NA,4_Tbi_b3v08_scaf000827,219352,0.0290631995659693,A,A,7,8,5,3,5,6,7,8,3,6,7,11,6,4,2,8,3,2,400,550,471,54,126,132,lg6,52172302,NO,lg6
TBI_02816,7634,HOG_19931,4_Tbi_b3v08_scaf000827,219352,0.0290631995659693,A,A,711,639,671,593,658,748,1466,1412,891,769,794,691,877,674,812,758,601,580,991,875,878,714,802,618,lg6,52157865,NO,lg6
TBI_02817,1137,NA,4_Tbi_b3v08_scaf002241,116752,0.0103111759969426,A,A,3,2,1,2,1,4,1,2,2,3,2,2,2,2,1,1,0,3,0,0,0,1,2,2,lg5,10222078,NO,lg5
TBI_02818,513,NA,4_Tbi_b3v08_scaf002241,116752,0.0103111759969426,A,A,12,18,10,10,17,23,140,138,100,15,30,26,22,24,9,17,16,15,45,52,50,14,52,25,lg5,10203153,NO,lg5
TBI_02819,414,NA,4_Tbi_b3v08_scaf002241,116752,0.0103111759969426,A,A,9,11,4,6,9,9,99,82,65,17,30,25,7,12,10,13,9,16,18,47,31,14,37,14,lg5,10198056,NO,lg5
TBI_02820,687,NA,4_Tbi_b3v08_scaf002241,116752,0.0103111759969426,A,A,1137,1106,701,1363,1448,1273,1911,1980,1556,3332,1559,2138,1151,1023,1247,1112,1072,1179,1881,1620,2064,2829,2159,1862,lg5,10189302,NO,lg5
TBI_02821,7241,HOG_24228,4_Tbi_b3v08_scaf002241,116752,0.0103111759969426,A,A,1410,1373,1139,1776,1956,2282,1463,1394,1064,1887,1314,1237,1528,1374,1602,1931,1489,1856,1177,1206,1343,2289,1593,1404,lg5,10171908,NO,lg5
