HOG_23995	TPS_13982	TCM_10890	TCE_12138	TBI_11529	TPA_13879
HOG_23036	TPS_02722	TCM_04301	TCE_10778	TBI_05196	TPA_02614
HOG_23032	TPS_09063	TCM_12151	TCE_12415	TBI_05013	TPA_08201
HOG_1449	TPS_10825	TCM_01922	TCE_06185	TBI_12446	TPA_11944
HOG_22618	TPS_03355	TCM_05774	TCE_05591	TBI_07912	TPA_04332
HOG_23740	TPS_10307	TCM_03698	TCE_13447	TBI_09186	TPA_01973
HOG_22348	TPS_07948	TCM_09687	TCE_06902	TBI_08339	TPA_08566
HOG_4094	TPS_04449	TCM_09097	TCE_13294	TBI_03089	TPA_03429
HOG_22612	TPS_04011	TCM_04809	TCE_04928	TBI_08890	TPA_01573
HOG_22345	TPS_05469	TCM_01770	TCE_09644	TBI_08587	TPA_03021
HOG_22342	TPS_14263	TCM_12851	TCE_08084	TBI_11474	TPA_06990
HOG_22343	TPS_02305	TCM_00660	TCE_02528	TBI_07739	TPA_02275
HOG_23219	TPS_12151	TCM_12292	TCE_07466	TBI_05961	TPA_14583
HOG_22617	TPS_09912	TCM_09203	TCE_11392	TBI_10255	TPA_14828
HOG_20385	TPS_04709	TCM_00356	TCE_01628	TBI_10319	TPA_12899
HOG_5736	TPS_05386	TCM_08533	TCE_06097	TBI_06507	TPA_03816
HOG_488	TPS_12806	TCM_12654	TCE_12621	TBI_09888	TPA_11560
HOG_486	TPS_07718	TCM_08568	TCE_03869	TBI_09223	TPA_09422
HOG_23588	TPS_10874	TCM_10519	TCE_10631	TBI_11238	TPA_05621
HOG_19128	TPS_05410	TCM_05893	TCE_01496	TBI_01306	TPA_03043
HOG_16119	TPS_10955	TCM_05077	TCE_05719	TBI_04747	TPA_00621
HOG_19120	TPS_01697	TCM_01745	TCE_02046	TBI_06319	TPA_01192
HOG_6463	TPS_00947	TCM_01300	TCE_00928	TBI_00456	TPA_04832
HOG_19125	TPS_01793	TCM_05735	TCE_02518	TBI_08896	TPA_11219
HOG_6467	TPS_00954	TCM_01688	TCE_01102	TBI_03793	TPA_04847
HOG_6489	TPS_02810	TCM_02452	TCE_03257	TBI_05499	TPA_00226
HOG_7748	TPS_00236	TCM_00867	TCE_02846	TBI_01294	TPA_16457
HOG_990	TPS_03973	TCM_00307	TCE_01896	TBI_05936	TPA_11882
HOG_18497	TPS_01477	TCM_11933	TCE_00162	TBI_06609	TPA_03396
HOG_2302	TPS_06420	TCM_02179	TCE_04831	TBI_06284	TPA_13277
HOG_3926	TPS_04451	TCM_14553	TCE_12679	TBI_07240	TPA_13695
HOG_19495	TPS_03671	TCM_00733	TCE_00726	TBI_00797	TPA_10227
HOG_19499	TPS_06191	TCM_02543	TCE_05025	TBI_05149	TPA_03028
HOG_20917	TPS_07822	TCM_10670	TCE_07214	TBI_04869	TPA_07557
HOG_23362	TPS_00113	TCM_03080	TCE_01234	TBI_08762	TPA_16165
HOG_6725	TPS_04351	TCM_13032	TCE_05902	TBI_09921	TPA_15997
HOG_23368	TPS_06738	TCM_07360	TCE_09953	TBI_13206	TPA_07236
HOG_5821	TPS_08829	TCM_09506	TCE_11616	TBI_10612	TPA_10499
HOG_19015	TPS_01781	TCM_04460	TCE_04756	TBI_03818	TPA_00250
HOG_5822	TPS_15533	TCM_14552	TCE_07891	TBI_10077	TPA_16168
HOG_19010	TPS_04418	TCM_03651	TCE_06849	TBI_02111	TPA_08749
HOG_23696	TPS_08478	TCM_08010	TCE_03236	TBI_07587	TPA_07617
HOG_12522	TPS_00671	TCM_00451	TCE_03624	TBI_03402	TPA_04818
HOG_4145	TPS_11234	TCM_05489	TCE_07073	TBI_09602	TPA_06359
HOG_4141	TPS_06453	TCM_08152	TCE_05421	TBI_06475	TPA_15042
HOG_19019	TPS_13846	TCM_08707	TCE_09687	TBI_07350	TPA_01194
HOG_9932	TPS_13232	TCM_03850	TCE_07097	TBI_07131	TPA_07953
HOG_22765	TPS_01787	TCM_04548	TCE_02012	TBI_04443	TPA_03955
HOG_22766	TPS_07600	TCM_10284	TCE_06162	TBI_12122	TPA_03432
HOG_16770	TPS_01131	TCM_05513	TCE_04424	TBI_09598	TPA_00454
HOG_16771	TPS_05004	TCM_04990	TCE_07827	TBI_05765	TPA_15639
HOG_16773	TPS_05783	TCM_02580	TCE_07766	TBI_08827	TPA_01106
HOG_16775	TPS_01729	TCM_03009	TCE_03315	TBI_05003	TPA_00521
HOG_22166	TPS_03454	TCM_06665	TCE_05544	TBI_05062	TPA_01454
HOG_22167	TPS_15382	TCM_14206	TCE_13759	TBI_11812	TPA_16495
HOG_22165	TPS_07647	TCM_02715	TCE_04786	TBI_00154	TPA_03858
HOG_18550	TPS_07477	TCM_10364	TCE_10654	TBI_08399	TPA_08019
HOG_22161	TPS_10977	TCM_12977	TCE_10116	TBI_12212	TPA_08139
HOG_16576	TPS_01567	TCM_06521	TCE_08599	TBI_08843	TPA_16266
HOG_16577	TPS_14284	TCM_06079	TCE_00754	TBI_07988	TPA_16008
HOG_16574	TPS_03930	TCM_00753	TCE_01928	TBI_00799	TPA_15707
HOG_19787	TPS_02460	TCM_02358	TCE_04202	TBI_08374	TPA_03759
HOG_16573	TPS_03910	TCM_02922	TCE_02390	TBI_01940	TPA_09031
HOG_16570	TPS_07045	TCM_06986	TCE_08814	TBI_06220	TPA_12258
HOG_19783	TPS_14854	TCM_02393	TCE_00286	TBI_00066	TPA_11599
HOG_16068	TPS_07171	TCM_05946	TCE_05663	TBI_04122	TPA_02947
HOG_6655	TPS_03814	TCM_02314	TCE_05120	TBI_03391	TPA_01910
HOG_23965	TPS_15581	TCM_00306	TCE_01894	TBI_00203	TPA_16460
HOG_23964	TPS_05637	TCM_06433	TCE_09683	TBI_08627	TPA_01648
HOG_19300	TPS_02520	TCM_02396	TCE_01172	TBI_07869	TPA_01141
HOG_19301	TPS_11891	TCM_07717	TCE_07427	TBI_09094	TPA_10962
HOG_16171	TPS_07110	TCM_11819	TCE_08468	TBI_14011	TPA_15858
HOG_19656	TPS_08497	TCM_07191	TCE_04290	TBI_07211	TPA_03291
HOG_19657	TPS_00133	TCM_01219	TCE_02629	TBI_02095	TPA_08013
HOG_16174	TPS_01738	TCM_00273	TCE_00074	TBI_00496	TPA_01498
HOG_19309	TPS_00022	TCM_00521	TCE_02445	TBI_02564	TPA_03069
HOG_5967	TPS_01795	TCM_05736	TCE_02519	TBI_08897	TPA_07928
HOG_21562	TPS_04725	TCM_08499	TCE_05439	TBI_14000	TPA_16143
HOG_21669	TPS_00736	TCM_02109	TCE_02071	TBI_01788	TPA_03646
HOG_17807	TPS_07575	TCM_01722	TCE_00342	TBI_02825	TPA_02958
HOG_198	TPS_03601	TCM_07771	TCE_08517	TBI_02706	TPA_16279
HOG_17559	TPS_06139	TCM_08721	TCE_03506	TBI_02690	TPA_12885
HOG_195	TPS_00559	TCM_02662	TCE_07831	TBI_03951	TPA_05225
HOG_194	TPS_04767	TCM_06182	TCE_01357	TBI_01257	TPA_02492
HOG_21846	TPS_15585	TCM_05839	TCE_04610	TBI_10019	TPA_16171
HOG_196	TPS_11360	TCM_04099	TCE_01755	TBI_05101	TPA_16375
HOG_17221	TPS_02118	TCM_03927	TCE_04862	TBI_05146	TPA_06072
HOG_17220	TPS_10823	TCM_06081	TCE_00755	TBI_03010	TPA_02009
HOG_17222	TPS_11193	TCM_03691	TCE_00118	TBI_03100	TPA_01036
HOG_16318	TPS_01352	TCM_06909	TCE_03546	TBI_10588	TPA_06681
HOG_16892	TPS_06868	TCM_02556	TCE_09668	TBI_00411	TPA_06547
HOG_21068	TPS_15471	TCM_10156	TCE_13520	TBI_13350	TPA_14778
HOG_21069	TPS_05115	TCM_09590	TCE_08372	TBI_01760	TPA_14294
HOG_16312	TPS_08993	TCM_09712	TCE_09048	TBI_08431	TPA_09326
HOG_108	TPS_00759	TCM_04173	TCE_01320	TBI_02428	TPA_05240
HOG_21064	TPS_09295	TCM_06715	TCE_07854	TBI_12153	TPA_12754
HOG_4555	TPS_08414	TCM_10352	TCE_11045	TBI_00506	TPA_07411
HOG_16316	TPS_01219	TCM_08377	TCE_04529	TBI_06265	TPA_12449
HOG_21063	TPS_07484	TCM_10208	TCE_11126	TBI_09266	TPA_11552
HOG_3674	TPS_02860	TCM_07144	TCE_06918	TBI_06696	TPA_14056
HOG_13420	TPS_02503	TCM_03173	TCE_03842	TBI_00125	TPA_00814
HOG_21993	TPS_03403	TCM_11951	TCE_01413	TBI_12938	TPA_10129
HOG_2541	TPS_00593	TCM_10128	TCE_13728	TBI_10709	TPA_10731
HOG_17627	TPS_06273	TCM_03109	TCE_03153	TBI_09191	TPA_15306
HOG_2549	TPS_04459	TCM_01128	TCE_12168	TBI_00025	TPA_04063
HOG_3983	TPS_01701	TCM_02648	TCE_02163	TBI_02841	TPA_01439
HOG_11680	TPS_06327	TCM_02597	TCE_02844	TBI_01291	TPA_03881
HOG_17540	TPS_06234	TCM_09201	TCE_10147	TBI_11183	TPA_07017
HOG_12799	TPS_11020	TCM_08592	TCE_06617	TBI_10013	TPA_12555
HOG_16289	TPS_04926	TCM_00962	TCE_08045	TBI_06497	TPA_14925
HOG_19812	TPS_02818	TCM_04683	TCE_02665	TBI_05771	TPA_03491
HOG_17541	TPS_02712	TCM_03600	TCE_06660	TBI_04300	TPA_08250
HOG_2389	TPS_06154	TCM_06889	TCE_04702	TBI_10770	TPA_06684
HOG_24048	TPS_08230	TCM_04332	TCE_06519	TBI_09440	TPA_08384
HOG_21118	TPS_14621	TCM_13960	TCE_09130	TBI_00400	TPA_01183
HOG_19613	TPS_15601	TCM_14548	TCE_11874	TBI_08440	TPA_16432
HOG_20629	TPS_00990	TCM_00551	TCE_00060	TBI_01210	TPA_00674
HOG_3556	TPS_05827	TCM_06927	TCE_12019	TBI_06139	TPA_02516
HOG_20626	TPS_08720	TCM_03987	TCE_03900	TBI_01732	TPA_08601
HOG_20623	TPS_10528	TCM_08397	TCE_10837	TBI_06784	TPA_12199
HOG_2766	TPS_07904	TCM_09994	TCE_02571	TBI_06595	TPA_13541
HOG_2765	TPS_02985	TCM_05293	TCE_06968	TBI_04290	TPA_02330
HOG_20620	TPS_15348	TCM_14533	TCE_13791	TBI_13679	TPA_16207
HOG_16407	TPS_01278	TCM_06117	TCE_00218	TBI_04843	TPA_03945
HOG_16403	TPS_03491	TCM_05503	TCE_08273	TBI_08429	TPA_03213
HOG_16957	TPS_01402	TCM_06451	TCE_02635	TBI_01507	TPA_02419
HOG_24168	TPS_06763	TCM_03451	TCE_07121	TBI_01290	TPA_06126
HOG_21200	TPS_14166	TCM_11019	TCE_06144	TBI_11886	TPA_14362
HOG_17132	TPS_11478	TCM_01919	TCE_04793	TBI_07013	TPA_15897
HOG_17134	TPS_01076	TCM_01652	TCE_01352	TBI_03464	TPA_00583
HOG_17425	TPS_07473	TCM_03761	TCE_09892	TBI_10673	TPA_14614
HOG_16796	TPS_08455	TCM_05778	TCE_01950	TBI_12090	TPA_15626
HOG_16797	TPS_14999	TCM_10913	TCE_12001	TBI_12365	TPA_08858
HOG_21198	TPS_04112	TCM_06328	TCE_04300	TBI_08380	TPA_05137
HOG_4429	TPS_07358	TCM_05179	TCE_09380	TBI_13371	TPA_15909
HOG_904	TPS_10039	TCM_06227	TCE_01826	TBI_10532	TPA_05064
HOG_21192	TPS_00617	TCM_04637	TCE_10283	TBI_03255	TPA_00833
HOG_4423	TPS_00035	TCM_00544	TCE_00048	TBI_00466	TPA_01450
HOG_13331	TPS_00807	TCM_01086	TCE_06439	TBI_02792	TPA_12535
HOG_247	TPS_03154	TCM_04572	TCE_05679	TBI_06847	TPA_11493
HOG_16798	TPS_01100	TCM_10025	TCE_10025	TBI_09356	TPA_02718
HOG_21115	TPS_01989	TCM_01616	TCE_00029	TBI_00077	TPA_00169
HOG_20822	TPS_11619	TCM_08336	TCE_10983	TBI_10817	TPA_09857
HOG_2169	TPS_01645	TCM_01748	TCE_02387	TBI_04184	TPA_03314
HOG_2164	TPS_02681	TCM_04000	TCE_00452	TBI_01431	TPA_08164
HOG_2163	TPS_08227	TCM_12084	TCE_12762	TBI_07659	TPA_16017
HOG_2162	TPS_10706	TCM_10594	TCE_11230	TBI_08845	TPA_06522
HOG_2617	TPS_12419	TCM_13527	TCE_01774	TBI_01502	TPA_02811
HOG_2616	TPS_15366	TCM_12833	TCE_13825	TBI_14036	TPA_16505
HOG_13086	TPS_06200	TCM_04309	TCE_03323	TBI_02353	TPA_09523
HOG_2610	TPS_00666	TCM_00418	TCE_01240	TBI_03062	TPA_04978
HOG_20483	TPS_06028	TCM_09013	TCE_06449	TBI_04857	TPA_01369
HOG_20482	TPS_08139	TCM_03756	TCE_01747	TBI_01801	TPA_16123
HOG_20481	TPS_00544	TCM_00740	TCE_00720	TBI_00790	TPA_12135
HOG_19682	TPS_03162	TCM_12792	TCE_04432	TBI_13884	TPA_03117
HOG_20957	TPS_03629	TCM_05638	TCE_08079	TBI_10958	TPA_11707
HOG_21440	TPS_03391	TCM_01557	TCE_06346	TBI_02385	TPA_05562
HOG_21332	TPS_02764	TCM_03957	TCE_05451	TBI_11505	TPA_04339
HOG_21446	TPS_01504	TCM_03561	TCE_02972	TBI_00686	TPA_01302
HOG_5138	TPS_04285	TCM_02927	TCE_09649	TBI_10435	TPA_06834
HOG_3295	TPS_11032	TCM_11126	TCE_07288	TBI_00351	TPA_01787
HOG_10796	TPS_00387	TCM_01223	TCE_01106	TBI_00431	TPA_04906
HOG_3297	TPS_00957	TCM_01463	TCE_03201	TBI_00599	TPA_08577
HOG_17049	TPS_02228	TCM_06426	TCE_00809	TBI_09523	TPA_03184
HOG_16246	TPS_08470	TCM_07319	TCE_05961	TBI_05656	TPA_14877
HOG_5130	TPS_13999	TCM_08711	TCE_00302	TBI_12895	TPA_09754
HOG_854	TPS_01753	TCM_03454	TCE_06178	TBI_05719	TPA_05629
HOG_857	TPS_12829	TCM_13025	TCE_11753	TBI_11046	TPA_16242
HOG_3457	TPS_03226	TCM_01725	TCE_00412	TBI_00274	TPA_07089
HOG_4543	TPS_11742	TCM_14057	TCE_01094	TBI_05175	TPA_12435
HOG_13208	TPS_02697	TCM_04641	TCE_06452	TBI_01658	TPA_08114
HOG_21956	TPS_07892	TCM_04037	TCE_04904	TBI_01697	TPA_04435
HOG_20190	TPS_03901	TCM_06456	TCE_11324	TBI_04613	TPA_01728
HOG_16243	TPS_01096	TCM_05096	TCE_07915	TBI_04165	TPA_04412
HOG_14961	TPS_06173	TCM_06951	TCE_05709	TBI_05877	TPA_01365
HOG_18205	TPS_04263	TCM_01942	TCE_04616	TBI_06896	TPA_02038
HOG_14783	TPS_00017	TCM_00339	TCE_00561	TBI_00089	TPA_02315
HOG_4813	TPS_07168	TCM_07951	TCE_06898	TBI_09362	TPA_05454
HOG_18200	TPS_02973	TCM_03422	TCE_02737	TBI_01751	TPA_16208
HOG_20006	TPS_00553	TCM_03616	TCE_05393	TBI_00660	TPA_00420
HOG_20004	TPS_00091	TCM_01102	TCE_01182	TBI_00032	TPA_03744
HOG_20550	TPS_14114	TCM_10330	TCE_11442	TBI_08098	TPA_14939
HOG_20552	TPS_15221	TCM_06316	TCE_05920	TBI_01826	TPA_02333
HOG_10240	TPS_05859	TCM_05218	TCE_08167	TBI_02035	TPA_01661
HOG_18682	TPS_00095	TCM_01099	TCE_05952	TBI_00036	TPA_16096
HOG_18683	TPS_11772	TCM_01178	TCE_02089	TBI_06721	TPA_02267
HOG_18686	TPS_03988	TCM_12208	TCE_08471	TBI_04469	TPA_09033
HOG_18685	TPS_09798	TCM_12222	TCE_09968	TBI_07955	TPA_16139
HOG_21534	TPS_10583	TCM_05858	TCE_06705	TBI_06187	TPA_06256
HOG_21535	TPS_11084	TCM_13246	TCE_09273	TBI_05245	TPA_03866
HOG_18689	TPS_01027	TCM_06040	TCE_11265	TBI_11613	TPA_11853
HOG_24011	TPS_12077	TCM_00327	TCE_01771	TBI_00003	TPA_02103
HOG_21532	TPS_08710	TCM_10201	TCE_10044	TBI_11251	TPA_04247
HOG_18513	TPS_11617	TCM_11991	TCE_11507	TBI_13419	TPA_10829
HOG_18511	TPS_03367	TCM_01871	TCE_09738	TBI_06162	TPA_00866
HOG_18516	TPS_04074	TCM_05066	TCE_07133	TBI_07423	TPA_03138
HOG_18517	TPS_10880	TCM_14122	TCE_01962	TBI_01654	TPA_08742
HOG_18515	TPS_06060	TCM_07310	TCE_02498	TBI_03246	TPA_13740
HOG_12811	TPS_06298	TCM_06619	TCE_06831	TBI_03083	TPA_09325
HOG_18518	TPS_04810	TCM_06828	TCE_05762	TBI_04732	TPA_03937
HOG_18519	TPS_05845	TCM_02206	TCE_07220	TBI_06972	TPA_14924
HOG_22884	TPS_01144	TCM_00853	TCE_06775	TBI_02644	TPA_05940
HOG_22886	TPS_08284	TCM_02288	TCE_04551	TBI_02979	TPA_05471
HOG_740	TPS_01192	TCM_03082	TCE_04192	TBI_03191	TPA_05222
HOG_742	TPS_03202	TCM_14508	TCE_04194	TBI_06389	TPA_16523
HOG_743	TPS_03083	TCM_03777	TCE_07549	TBI_10408	TPA_13840
HOG_746	TPS_03233	TCM_08961	TCE_10892	TBI_10001	TPA_02785
HOG_747	TPS_05886	TCM_04108	TCE_00325	TBI_12206	TPA_09916
HOG_17944	TPS_01381	TCM_02237	TCE_02813	TBI_01622	TPA_00383
HOG_8400	TPS_03606	TCM_05615	TCE_03953	TBI_07708	TPA_05990
HOG_17946	TPS_03696	TCM_04767	TCE_03963	TBI_03381	TPA_00608
HOG_18339	TPS_10478	TCM_07812	TCE_06408	TBI_07458	TPA_10889
HOG_17940	TPS_03507	TCM_00821	TCE_00625	TBI_02624	TPA_02280
HOG_7170	TPS_00983	TCM_00547	TCE_00055	TBI_00462	TPA_00092
HOG_2949	TPS_03294	TCM_12920	TCE_05777	TBI_02033	TPA_16352
HOG_2948	TPS_14758	TCM_12389	TCE_08451	TBI_10552	TPA_10595
HOG_14362	TPS_06949	TCM_08321	TCE_06641	TBI_08492	TPA_07124
HOG_17948	TPS_03842	TCM_03769	TCE_08089	TBI_03988	TPA_00905
HOG_18337	TPS_14714	TCM_04368	TCE_05479	TBI_14031	TPA_03401
HOG_20315	TPS_09846	TCM_13435	TCE_12842	TBI_00119	TPA_14662
HOG_20314	TPS_04312	TCM_03893	TCE_04116	TBI_12238	TPA_08479
HOG_20319	TPS_05577	TCM_05762	TCE_00873	TBI_03408	TPA_09366
HOG_20318	TPS_14194	TCM_12180	TCE_05925	TBI_03007	TPA_06482
HOG_1695	TPS_05547	TCM_06509	TCE_08370	TBI_06159	TPA_02148
HOG_1691	TPS_11002	TCM_03670	TCE_06099	TBI_04909	TPA_08478
HOG_19725	TPS_03314	TCM_01572	TCE_02622	TBI_00941	TPA_02431
HOG_4312	TPS_04443	TCM_08262	TCE_11913	TBI_06871	TPA_06756
HOG_1274	TPS_02175	TCM_00782	TCE_00123	TBI_00242	TPA_01066
HOG_1276	TPS_02056	TCM_06811	TCE_03318	TBI_02358	TPA_10599
HOG_2854	TPS_02620	TCM_02931	TCE_06403	TBI_02230	TPA_07902
HOG_11041	TPS_00944	TCM_01160	TCE_01908	TBI_00707	TPA_00263
HOG_11040	TPS_00345	TCM_00309	TCE_03702	TBI_01739	TPA_00434
HOG_8794	TPS_02816	TCM_07710	TCE_07032	TBI_03223	TPA_03371
HOG_3118	TPS_08824	TCM_03605	TCE_01456	TBI_07943	TPA_14711
HOG_3117	TPS_00238	TCM_00865	TCE_01864	TBI_01295	TPA_01804
HOG_3116	TPS_11500	TCM_11112	TCE_08085	TBI_11473	TPA_06991
HOG_6415	TPS_02038	TCM_08035	TCE_13872	TBI_11612	TPA_16416
HOG_5462	TPS_00980	TCM_04182	TCE_03679	TBI_06282	TPA_14479
HOG_23024	TPS_07447	TCM_11773	TCE_03563	TBI_06170	TPA_06748
HOG_23025	TPS_10565	TCM_06590	TCE_05247	TBI_08094	TPA_01133
HOG_23026	TPS_07420	TCM_00331	TCE_01070	TBI_04675	TPA_01555
HOG_20288	TPS_05065	TCM_05081	TCE_03434	TBI_03398	TPA_08658
HOG_23750	TPS_09974	TCM_05516	TCE_08362	TBI_02976	TPA_07394
HOG_23203	TPS_03860	TCM_08015	TCE_11627	TBI_08566	TPA_08188
HOG_19133	TPS_01764	TCM_00669	TCE_04181	TBI_00529	TPA_11966
HOG_22370	TPS_04764	TCM_13266	TCE_08905	TBI_07852	TPA_04214
HOG_23591	TPS_13404	TCM_05394	TCE_01072	TBI_00825	TPA_04852
HOG_2597	TPS_01559	TCM_00799	TCE_02394	TBI_06554	TPA_16278
HOG_498	TPS_00598	TCM_02327	TCE_02700	TBI_01570	TPA_01140
HOG_499	TPS_11354	TCM_01012	TCE_07228	TBI_02549	TPA_10460
HOG_23596	TPS_00021	TCM_00520	TCE_02444	TBI_02562	TPA_03068
HOG_23598	TPS_01194	TCM_01153	TCE_01441	TBI_02780	TPA_00022
HOG_23599	TPS_15266	TCM_10959	TCE_13816	TBI_14002	TPA_16345
HOG_14639	TPS_02668	TCM_03319	TCE_06320	TBI_04610	TPA_11421
HOG_497	TPS_04000	TCM_14116	TCE_05246	TBI_00815	TPA_09709
HOG_490	TPS_11199	TCM_06718	TCE_03188	TBI_07117	TPA_15881
HOG_4223	TPS_02527	TCM_05744	TCE_02517	TBI_00691	TPA_02848
HOG_25	TPS_02731	TCM_00940	TCE_05533	TBI_12693	TPA_05946
HOG_16820	TPS_09732	TCM_09443	TCE_00169	TBI_02864	TPA_10010
HOG_9126	TPS_02964	TCM_02198	TCE_01128	TBI_01393	TPA_01846
HOG_5581	TPS_06905	TCM_06200	TCE_01971	TBI_03154	TPA_14572
HOG_12402	TPS_07002	TCM_01203	TCE_00712	TBI_00301	TPA_14226
HOG_28	TPS_01274	TCM_02817	TCE_04570	TBI_07919	TPA_00760
HOG_23119	TPS_13070	TCM_02607	TCE_04100	TBI_03787	TPA_07877
HOG_19462	TPS_03605	TCM_08776	TCE_03952	TBI_05859	TPA_01664
HOG_11274	TPS_03037	TCM_07663	TCE_06487	TBI_07233	TPA_03001
HOG_23379	TPS_04290	TCM_05776	TCE_05065	TBI_06012	TPA_11131
HOG_23376	TPS_03384	TCM_02734	TCE_01148	TBI_04232	TPA_02312
HOG_23372	TPS_03254	TCM_00353	TCE_01630	TBI_10808	TPA_12372
HOG_19061	TPS_01421	TCM_00832	TCE_01651	TBI_00846	TPA_03986
HOG_19856	TPS_02480	TCM_01059	TCE_07480	TBI_05421	TPA_07378
HOG_19065	TPS_00283	TCM_05183	TCE_04881	TBI_02007	TPA_12496
HOG_19067	TPS_02326	TCM_00730	TCE_00762	TBI_00733	TPA_06196
HOG_19069	TPS_02975	TCM_03586	TCE_06718	TBI_02874	TPA_00495
HOG_23685	TPS_03566	TCM_03950	TCE_01763	TBI_07102	TPA_07102
HOG_16437	TPS_03069	TCM_06135	TCE_05468	TBI_07524	TPA_00599
HOG_21043	TPS_02826	TCM_04155	TCE_07273	TBI_05508	TPA_10657
HOG_22798	TPS_14863	TCM_00656	TCE_04093	TBI_13832	TPA_06509
HOG_19201	TPS_05341	TCM_05418	TCE_01279	TBI_01113	TPA_02386
HOG_19203	TPS_02285	TCM_00814	TCE_04954	TBI_00725	TPA_00533
HOG_19202	TPS_03325	TCM_01654	TCE_00463	TBI_07424	TPA_00188
HOG_19204	TPS_01881	TCM_08472	TCE_02437	TBI_08307	TPA_02125
HOG_22793	TPS_03287	TCM_09518	TCE_07941	TBI_04534	TPA_06211
HOG_16099	TPS_06605	TCM_08550	TCE_05412	TBI_05852	TPA_05720
HOG_22156	TPS_00250	TCM_05031	TCE_00399	TBI_01870	TPA_00299
HOG_16543	TPS_03843	TCM_01631	TCE_01389	TBI_02148	TPA_06060
HOG_16542	TPS_03301	TCM_04125	TCE_04732	TBI_01720	TPA_00522
HOG_16093	TPS_05455	TCM_08421	TCE_02772	TBI_06149	TPA_13460
HOG_22401	TPS_01811	TCM_08190	TCE_09504	TBI_03658	TPA_03054
HOG_16094	TPS_03762	TCM_05023	TCE_03665	TBI_01915	TPA_00616
HOG_17536	TPS_04792	TCM_03482	TCE_06041	TBI_14017	TPA_11018
HOG_22454	TPS_00350	TCM_09482	TCE_03375	TBI_00524	TPA_01921
HOG_16571	TPS_01686	TCM_02826	TCE_06253	TBI_03774	TPA_01095
HOG_23971	TPS_10992	TCM_10946	TCE_12027	TBI_11456	TPA_08948
HOG_6666	TPS_05995	TCM_01990	TCE_10833	TBI_06741	TPA_08626
HOG_12655	TPS_10522	TCM_06628	TCE_02077	TBI_13751	TPA_14670
HOG_17533	TPS_07307	TCM_08423	TCE_09028	TBI_00537	TPA_02436
HOG_23482	TPS_05372	TCM_12426	TCE_07685	TBI_06562	TPA_00406
HOG_5961	TPS_06859	TCM_06195	TCE_04417	TBI_00928	TPA_16357
HOG_16144	TPS_04324	TCM_07646	TCE_10385	TBI_11713	TPA_09600
HOG_16143	TPS_09718	TCM_14253	TCE_10067	TBI_08156	TPA_04995
HOG_19661	TPS_01301	TCM_11267	TCE_03744	TBI_00219	TPA_11754
HOG_19660	TPS_11330	TCM_12771	TCE_08095	TBI_02206	TPA_16398
HOG_17548	TPS_01140	TCM_03196	TCE_07445	TBI_07540	TPA_04400
HOG_16325	TPS_09146	TCM_06614	TCE_11210	TBI_06200	TPA_13241
HOG_16324	TPS_00338	TCM_00479	TCE_00210	TBI_00519	TPA_02266
HOG_16322	TPS_04622	TCM_05038	TCE_04048	TBI_06341	TPA_00290
HOG_16897	TPS_07063	TCM_03101	TCE_08547	TBI_06819	TPA_10851
HOG_19512	TPS_03451	TCM_01381	TCE_03828	TBI_02258	TPA_03587
HOG_16899	TPS_03070	TCM_10115	TCE_08765	TBI_04816	TPA_05235
HOG_2281	TPS_05652	TCM_12396	TCE_05513	TBI_00760	TPA_01253
HOG_17234	TPS_08608	TCM_07002	TCE_10393	TBI_11316	TPA_04040
HOG_3669	TPS_02311	TCM_02453	TCE_02782	TBI_07476	TPA_00124
HOG_21834	TPS_12084	TCM_12106	TCE_09047	TBI_09439	TPA_12724
HOG_17231	TPS_04131	TCM_04981	TCE_01305	TBI_04238	TPA_05425
HOG_21059	TPS_01117	TCM_03825	TCE_00307	TBI_02048	TPA_05458
HOG_19489	TPS_08744	TCM_07352	TCE_06333	TBI_13661	TPA_16200
HOG_19683	TPS_07663	TCM_08270	TCE_10519	TBI_04159	TPA_12323
HOG_18391	TPS_04423	TCM_05257	TCE_04594	TBI_12323	TPA_05759
HOG_21052	TPS_01494	TCM_09325	TCE_01607	TBI_01321	TPA_08159
HOG_21051	TPS_05504	TCM_02102	TCE_02194	TBI_11063	TPA_07157
HOG_19688	TPS_08571	TCM_06058	TCE_01981	TBI_03044	TPA_03486
HOG_21054	TPS_09196	TCM_11278	TCE_11284	TBI_10339	TPA_09985
HOG_2577	TPS_13546	TCM_08030	TCE_08105	TBI_05214	TPA_12935
HOG_2570	TPS_12307	TCM_12858	TCE_13386	TBI_12796	TPA_15645
HOG_11691	TPS_06478	TCM_03883	TCE_08802	TBI_03350	TPA_05816
HOG_17303	TPS_03101	TCM_04158	TCE_01198	TBI_01557	TPA_02712
HOG_23823	TPS_00589	TCM_03394	TCE_05443	TBI_06157	TPA_08341
HOG_2378	TPS_13995	TCM_12232	TCE_11733	TBI_03212	TPA_10176
HOG_17304	TPS_07417	TCM_07461	TCE_07376	TBI_08750	TPA_12805
HOG_17305	TPS_02852	TCM_06855	TCE_01757	TBI_07105	TPA_05825
HOG_11450	TPS_04105	TCM_03766	TCE_07008	TBI_11555	TPA_06546
HOG_17436	TPS_11826	TCM_13822	TCE_10230	TBI_10510	TPA_14278
